annee;code_commune;nom_commune;nb_menages_fiscaux;nb_personnes_menages_fiscaux;revenu_median
2017;69203;Saint-Genis-l'Argentière;403.0;977.0;22100.0
2017;69204;Saint-Genis-Laval;8600.0;20777.0;25060.0
2017;69205;Saint-Genis-les-Ollières;1913.0;4944.0;28380.0
2017;69206;Saint-Georges-de-Reneins;1703.0;4263.0;23010.0
2017;69207;Saint-Germain-au-Mont-d'Or;1187.0;2993.0;24630.0
2017;69208;Saint-Germain-Nuelles;818.0;2242.0;26550.0
2017;69209;Saint-Igny-de-Vers;253.0;513.0;20550.0
2017;69212;Saint-Jean-des-Vignes;184.0;482.0;26500.0
2017;69214;Saint-Jean-la-Bussière;451.0;1174.0;21220.0
2017;69215;Saint-Julien;345.0;874.0;25200.0
2017;69216;Saint-Julien-sur-Bibost;242.0;569.0;21720.0
2017;69217;Saint-Just-d'Avray;316.0;738.0;20270.0
2017;69218;Saint-Lager;416.0;1044.0;22480.0
2017;69219;Saint-Laurent-d'Agny;862.0;2242.0;26470.0
2017;69220;Saint-Laurent-de-Chamousset;766.0;1720.0;21960.0
2017;69225;Saint-Marcel-l'Éclairé;220.0;545.0;22690.0
2017;69227;Saint-Martin-en-Haut;1606.0;3858.0;22050.0
2017;69228;Chabanière;1615.0;4132.0;23790.0
2017;69229;Saint-Nizier-d'Azergues;319.0;768.0;21600.0
2017;69230;Sainte-Paule;127.0;333.0;21770.0
2017;69231;Saint-Pierre-la-Palud;1066.0;2722.0;25010.0
2017;69233;Saint-Romain-au-Mont-d'Or;467.0;1209.0;32770.0
2017;69234;Saint-Romain-de-Popey;621.0;1568.0;23820.0
2017;69235;Saint-Romain-en-Gal;824.0;1888.0;23110.0
2017;69236;Saint-Romain-en-Gier;227.0;588.0;21930.0
2017;69238;Saint-Symphorien-sur-Coise;1642.0;3589.0;19710.0
2017;69239;Saint-Vérand;477.0;1208.0;22770.0
2017;69240;Saint-Vincent-de-Reins;291.0;623.0;19960.0
2017;69241;Taluyers;965.0;2533.0;26190.0
2017;69242;Taponas;328.0;904.0;22320.0
2017;69243;Tarare;4603.0;10191.0;18010.0
2017;69244;Tassin-la-Demi-Lune;9559.0;20949.0;26300.0
2017;69245;Ternand;285.0;704.0;24710.0
2017;69246;Theizé;483.0;1246.0;25500.0
2017;69248;Thizy-les-Bourgs;2429.0;5513.0;19560.0
2017;69249;Thurins;1161.0;2907.0;23860.0
2017;69250;La Tour-de-Salvagny;1741.0;4296.0;31290.0
2017;69252;Trèves;263.0;717.0;23460.0
2017;69253;Tupin-et-Semons;229.0;625.0;25500.0
2017;69254;Valsonne;349.0;880.0;19730.0
2017;69255;Vaugneray;2221.0;5639.0;25050.0
2017;69256;Vaulx-en-Velin;16506.0;45305.0;15520.0
2017;69257;Vaux-en-Beaujolais;421.0;1124.0;22850.0
2017;69258;Vauxrenard;129.0;311.0;20400.0
2017;69259;Vénissieux;24295.0;62747.0;15920.0
2017;69260;Vernaison;1836.0;4806.0;24970.0
2017;69263;Villechenève;344.0;894.0;20860.0
2017;69264;Villefranche-sur-Saône;16070.0;34749.0;18020.0
2017;69265;Ville-sur-Jarnioux;324.0;845.0;26270.0
2017;69266;Villeurbanne;66884.0;142335.0;19790.0
2017;69267;Villié-Morgon;821.0;2093.0;23100.0
2017;69268;Vourles;1332.0;3447.0;29860.0
2017;69269;Yzeron;390.0;955.0;22120.0
2017;69270;Chaponnay;1671.0;4372.0;28510.0
2017;69271;Chassieu;4006.0;10379.0;26990.0
2017;69272;Communay;1618.0;4375.0;26780.0
2017;69273;Corbas;4003.0;10317.0;23380.0
2017;69275;Décines-Charpieu;11559.0;28034.0;20230.0
2017;69276;Feyzin;3689.0;9689.0;20680.0
2017;69277;Genas;5115.0;13424.0;28710.0
2017;69278;Genay;2097.0;5324.0;24500.0
2017;69279;Jonage;2134.0;5980.0;25650.0
2017;69280;Jons;489.0;1407.0;24370.0
2017;69281;Marennes;670.0;1760.0;26830.0
2017;69282;Meyzieu;12645.0;32748.0;22090.0
2017;69283;Mions;5129.0;13961.0;23630.0
2017;69284;Montanay;1155.0;3215.0;30380.0
2017;69285;Pusignan;1416.0;3949.0;24090.0
2017;69286;Rillieux-la-Pape;11567.0;29971.0;18200.0
2017;69287;Saint-Bonnet-de-Mure;2498.0;6749.0;26440.0
2017;69288;Saint-Laurent-de-Mure;2146.0;5530.0;25330.0
2017;69289;Saint-Pierre-de-Chandieu;1775.0;4704.0;26020.0
2017;69290;Saint-Priest;18557.0;47007.0;19640.0
2017;69291;Saint-Symphorien-d'Ozon;2284.0;5583.0;24410.0
2017;69292;Sathonay-Camp;2505.0;5608.0;22200.0
2017;69293;Sathonay-Village;834.0;2311.0;30860.0
2017;69294;Sérézin-du-Rhône;1093.0;2734.0;25280.0
2017;69295;Simandres;681.0;1766.0;26150.0
2017;69296;Solaize;1152.0;3059.0;26910.0
2017;69297;Ternay;2069.0;5527.0;25430.0
2017;69298;Toussieu;1102.0;3042.0;26950.0
2017;69299;Colombier-Saugnieu;937.0;2483.0;24720.0
2017;69381;Lyon 1er Arrondissement;13762.0;25730.0;23490.0
2017;69382;Lyon 2e Arrondissement;13519.0;26939.0;26690.0
2017;69383;Lyon 3e Arrondissement;45478.0;91545.0;24610.0
2017;69384;Lyon 4e Arrondissement;16523.0;33603.0;25600.0
2017;69385;Lyon 5e Arrondissement;20007.0;41347.0;23740.0
2017;69386;Lyon 6e Arrondissement;23871.0;48356.0;30370.0
2017;69387;Lyon 7e Arrondissement;34987.0;67822.0;22320.0
2017;69388;Lyon 8e Arrondissement;36231.0;75364.0;19390.0
2017;69389;Lyon 9e Arrondissement;22006.0;47564.0;19650.0
2021;69001;Affoux;138.0;349.0;25160.0
2021;69002;Aigueperse;112.0;227.0;20600.0
2021;69003;Albigny-sur-Saône;1086.0;2569.0;27830.0
2021;69004;Alix;260.0;699.0;27470.0
2021;69005;Ambérieux;214.0;578.0;25920.0
2021;69006;Amplepuis;2194.0;4662.0;20160.0
2021;69007;Ampuis;1186.0;2693.0;27040.0
2021;69008;Ancy;256.0;670.0;24680.0
2021;69009;Anse;3110.0;7622.0;24790.0
2021;69010;L'Arbresle;2812.0;6282.0;23060.0
2021;69012;Les Ardillats;224.0;545.0;23620.0
2021;69013;Arnas;1703.0;4200.0;24730.0
2021;69014;Aveize;396.0;1002.0;21900.0
2021;69016;Azolette;52.0;115.0;21860.0
2021;69017;Bagnols;309.0;754.0;26740.0
2021;69018;Beaujeu;873.0;1746.0;20850.0
2021;69019;Belleville-en-Beaujolais;5876.0;13588.0;21550.0
2021;69020;Belmont-d'Azergues;259.0;673.0;30330.0
2021;69021;Bessenay;965.0;2274.0;24670.0
2021;69022;Bibost;210.0;506.0;24430.0
2021;69023;Blacé;618.0;1577.0;27490.0
2021;69024;Val d'Oingt;1810.0;4330.0;27060.0
2021;69026;Le Breuil;189.0;518.0;26370.0
2021;69027;Brignais;5283.0;12254.0;27170.0
2021;69028;Brindas;2622.0;6804.0;31020.0
2021;69029;Bron;16970.0;38705.0;21350.0
2021;69030;Brullioles;333.0;817.0;24200.0
2021;69031;Brussieu;507.0;1358.0;25840.0
2021;69032;Bully;841.0;2116.0;27940.0
2021;69033;Cailloux-sur-Fontaines;1087.0;2965.0;36100.0
2021;69034;Caluire-et-Cuire;19696.0;41723.0;28200.0
2021;69035;Cenves;161.0;406.0;24380.0
2021;69036;Cercié;439.0;1121.0;24420.0
2021;69037;Chambost-Allières;349.0;811.0;23010.0
2021;69038;Chambost-Longessaigne;393.0;959.0;21540.0
2021;69039;Chamelet;298.0;703.0;23900.0
2021;69040;Champagne-au-Mont-d'Or;2707.0;5927.0;27600.0
2021;69042;La Chapelle-sur-Coise;212.0;567.0;25150.0
2021;69043;Chaponost;3554.0;9058.0;32760.0
2021;69044;Charbonnières-les-Bains;2366.0;5702.0;39950.0
2021;69045;Charentay;500.0;1208.0;26370.0
2021;69046;Charly;1853.0;4802.0;36060.0
2021;69047;Charnay;402.0;950.0;34880.0
2021;69049;Chasselay;1092.0;2677.0;33960.0
2021;69050;Châtillon;922.0;2292.0;28770.0
2021;69051;Chaussan;444.0;1185.0;26850.0
2021;69052;Chazay-d'Azergues;1722.0;4350.0;32530.0
2021;69053;Chénas;200.0;473.0;25470.0
2021;69054;Chénelette;175.0;379.0;23950.0
2021;69055;Les Chères;589.0;1464.0;27890.0
2021;69056;Chessy;790.0;2071.0;27540.0
2021;69057;Chevinay;239.0;612.0;27470.0
2021;69058;Chiroubles;177.0;412.0;23300.0
2021;69059;Civrieux-d'Azergues;644.0;1647.0;29650.0
2021;69060;Claveisolles;245.0;532.0;22080.0
2021;69061;Cogny;486.0;1190.0;28940.0
2021;69062;Coise;302.0;788.0;21840.0
2021;69063;Collonges-au-Mont-d'Or;1814.0;4591.0;38060.0
2021;69064;Condrieu;1754.0;3724.0;23190.0
2021;69065;Corcelles-en-Beaujolais;374.0;917.0;25210.0
2021;69066;Cours;2017.0;4155.0;20380.0
2021;69067;Courzieu;513.0;1153.0;22500.0
2021;69068;Couzon-au-Mont-d'Or;1010.0;2427.0;29010.0
2021;69069;Craponne;5412.0;12237.0;27990.0
2021;69070;Cublize;577.0;1307.0;22180.0
2021;69071;Curis-au-Mont-d'Or;454.0;1203.0;34580.0
2021;69072;Dardilly;3448.0;9107.0;34520.0
2021;69074;Denicé;620.0;1541.0;28390.0
2021;69075;Dième;68.0;185.0;23280.0
2021;69076;Dommartin;1005.0;2647.0;36190.0
2021;69077;Dracé;408.0;1131.0;24230.0
2021;69078;Duerne;323.0;818.0;23940.0
2021;69080;Échalas;720.0;1898.0;27440.0
2021;69081;Écully;7090.0;16146.0;30790.0
2021;69082;Émeringes;107.0;237.0;25670.0
2021;69083;Éveux;445.0;1158.0;31390.0
2021;69084;Fleurie;562.0;1217.0;23910.0
2021;69085;Fleurieu-sur-Saône;569.0;1468.0;32190.0
2021;69086;Fleurieux-sur-l'Arbresle;978.0;2489.0;31040.0
2021;69087;Fontaines-Saint-Martin;1129.0;2882.0;36870.0
2021;69088;Fontaines-sur-Saône;3257.0;7241.0;25320.0
2021;69089;Francheville;6057.0;14483.0;28870.0
2021;69090;Frontenas;337.0;890.0;27930.0
2021;69091;Givors;8024.0;19752.0;16270.0
2021;69092;Gleizé;3132.0;7496.0;23080.0
2021;69093;Grandris;513.0;1111.0;21030.0
2021;69094;Grézieu-la-Varenne;2654.0;6515.0;27750.0
2021;69095;Grézieu-le-Marché;322.0;806.0;21830.0
2021;69096;Grigny;3895.0;9456.0;21190.0
2021;69097;Les Haies;292.0;733.0;25700.0
2021;69098;Les Halles;189.0;460.0;22770.0
2021;69099;Haute-Rivoire;563.0;1336.0;21960.0
2021;69100;Irigny;3606.0;9058.0;25790.0
2021;69102;Joux;291.0;717.0;22920.0
2021;69103;Juliénas;387.0;829.0;23090.0
2021;69104;Jullié;206.0;454.0;21190.0
2021;69105;Lacenas;431.0;1107.0;28460.0
2021;69106;Lachassagne;476.0;1297.0;34580.0
2021;69107;Lamure-sur-Azergues;443.0;977.0;22440.0
2021;69108;Lancié;437.0;1104.0;24780.0
2021;69109;Lantignié;359.0;854.0;24390.0
2021;69110;Larajasse;734.0;1719.0;22940.0
2021;69111;Légny;258.0;663.0;27510.0
2021;69112;Lentilly;2746.0;6826.0;30740.0
2021;69113;Létra;329.0;825.0;24790.0
2021;69115;Limas;1916.0;4789.0;25150.0
2021;69116;Limonest;1458.0;3652.0;36040.0
2021;69117;Lissieu;1232.0;3280.0;35410.0
2021;69118;Loire-sur-Rhône;1105.0;2717.0;24570.0
2021;69119;Longes;364.0;916.0;23600.0
2021;69120;Longessaigne;231.0;580.0;22100.0
2021;69121;Lozanne;1333.0;3065.0;27310.0
2021;69122;Lucenay;802.0;2024.0;29820.0
2021;69123;Lyon;230486.0;452399.0;25860.0
2021;69124;Marchampt;208.0;442.0;20930.0
2021;69125;Marcilly-d'Azergues;397.0;983.0;31470.0
2021;69126;Marcy;324.0;835.0;31090.0
2021;69127;Marcy-l'Étoile;1341.0;3422.0;30870.0
2021;69130;Meaux-la-Montagne;84.0;193.0;24330.0
2021;69131;Messimy;1435.0;3562.0;27710.0
2021;69132;Meys;310.0;789.0;21400.0
2021;69133;Millery;1780.0;4381.0;31900.0
2021;69134;Moiré;93.0;230.0;30960.0
2021;69135;Deux-Grosnes;798.0;1746.0;20110.0
2021;69136;Montagny;1268.0;3347.0;29000.0
2021;69137;Montmelas-Saint-Sorlin;169.0;434.0;27310.0
2021;69138;Montromant;175.0;443.0;22720.0
2021;69139;Montrottier;609.0;1407.0;23250.0
2021;69140;Morancé;880.0;2262.0;30530.0
2021;69141;Mornant;2637.0;6176.0;27800.0
2021;69142;La Mulatière;3082.0;6265.0;22400.0
2021;69143;Neuville-sur-Saône;3627.0;7415.0;23080.0
2021;69145;Odenas;357.0;925.0;23640.0
2021;69148;Orliénas;1026.0;2645.0;31180.0
2021;69149;Oullins;12192.0;25277.0;23980.0
2021;69151;Le Perréon;561.0;1370.0;24820.0
2021;69152;Pierre-Bénite;4385.0;10286.0;20540.0
2021;69153;Poleymieux-au-Mont-d'Or;402.0;1079.0;37770.0
2021;69154;Pollionnay;1121.0;2756.0;29690.0
2021;69155;Pomeys;435.0;1122.0;25240.0
2021;69156;Pommiers;1046.0;2691.0;32480.0
2021;69157;Vindry-sur-Turdine;2192.0;5421.0;25200.0
2021;69159;Porte des Pierres Dorées;1529.0;3971.0;27700.0
2021;69160;Poule-les-Écharmeaux;455.0;1056.0;22670.0
2021;69161;Propières;215.0;418.0;19970.0
2021;69162;Quincié-en-Beaujolais;585.0;1373.0;23110.0
2021;69163;Quincieux;1354.0;3467.0;27330.0
2021;69164;Ranchal;152.0;298.0;20260.0
2021;69165;Régnié-Durette;443.0;1072.0;24780.0
2021;69166;Riverie;101.0;255.0;26800.0
2021;69167;Rivolet;229.0;582.0;25430.0
2021;69168;Rochetaillée-sur-Saône;569.0;1515.0;30990.0
2021;69169;Ronno;271.0;636.0;22870.0
2021;69170;Rontalon;455.0;1132.0;24940.0
2021;69171;Sain-Bel;1111.0;2527.0;24900.0
2021;69172;Salles-Arbuissonnas-en-Beaujolais;323.0;807.0;26430.0
2021;69173;Sarcey;419.0;1020.0;27920.0
2021;69174;Les Sauvages;246.0;605.0;23520.0
2021;69175;Savigny;834.0;2044.0;26710.0
2021;69176;Soucieu-en-Jarrest;1717.0;4464.0;28010.0
2021;69177;Sourcieux-les-Mines;826.0;2132.0;28780.0
2021;69178;Souzy;295.0;707.0;22290.0
2021;69179;Beauvallon;1614.0;4171.0;28510.0
2021;69180;Saint-André-la-Côte;112.0;248.0;26220.0
2021;69181;Saint-Appolinaire;76.0;195.0;23600.0
2021;69182;Saint-Bonnet-des-Bruyères;178.0;350.0;20040.0
2021;69183;Saint-Bonnet-le-Troncy;144.0;294.0;18790.0
2021;69184;Sainte-Catherine;426.0;1024.0;25850.0
2021;69186;Saint-Clément-de-Vers;92.0;199.0;21070.0
2021;69187;Saint-Clément-les-Places;290.0;690.0;22840.0
2021;69188;Saint-Clément-sur-Valsonne;324.0;818.0;22990.0
2021;69189;Sainte-Colombe;1052.0;2017.0;24850.0
2021;69190;Sainte-Consorce;856.0;2182.0;31740.0
2021;69191;Saint-Cyr-au-Mont-d'Or;2332.0;5934.0;45530.0
2021;69192;Saint-Cyr-le-Chatoux;59.0;147.0;26210.0
2021;69193;Saint-Cyr-sur-le-Rhône;493.0;1310.0;32580.0
2021;69194;Saint-Didier-au-Mont-d'Or;2775.0;7160.0;47370.0
2021;69196;Saint-Didier-sur-Beaujeu;249.0;570.0;23800.0
2021;69197;Saint-Étienne-des-Oullières;872.0;2202.0;25270.0
2021;69198;Saint-Étienne-la-Varenne;295.0;721.0;26400.0
2021;69199;Saint-Fons;6644.0;16910.0;14540.0
2021;69200;Saint-Forgeux;669.0;1598.0;24000.0
2021;69201;Sainte-Foy-l'Argentière;592.0;1174.0;19820.0
2021;69202;Sainte-Foy-lès-Lyon;9663.0;21769.0;29810.0
2021;69203;Saint-Genis-l'Argentière;391.0;901.0;23260.0
2021;69204;Saint-Genis-Laval;8905.0;21284.0;27440.0
2021;69205;Saint-Genis-les-Ollières;2083.0;5320.0;31790.0
2021;69206;Saint-Georges-de-Reneins;1854.0;4442.0;25140.0
2021;69207;Saint-Germain-au-Mont-d'Or;1207.0;2987.0;27320.0
2021;69208;Saint-Germain-Nuelles;862.0;2300.0;29870.0
2021;69209;Saint-Igny-de-Vers;253.0;495.0;22450.0
2021;69212;Saint-Jean-des-Vignes;197.0;490.0;31450.0
2021;69214;Saint-Jean-la-Bussière;469.0;1181.0;23260.0
2021;69215;Saint-Julien;362.0;901.0;27700.0
2021;69216;Saint-Julien-sur-Bibost;249.0;616.0;21860.0
2021;69217;Saint-Just-d'Avray;341.0;769.0;23240.0
2021;69218;Saint-Lager;437.0;1057.0;24290.0
2021;69219;Saint-Laurent-d'Agny;881.0;2182.0;30170.0
2021;69220;Saint-Laurent-de-Chamousset;838.0;1789.0;23880.0
2021;69225;Saint-Marcel-l'Éclairé;224.0;548.0;24160.0
2021;69227;Saint-Martin-en-Haut;1586.0;3692.0;24450.0
2021;69228;Chabanière;1738.0;4320.0;26340.0
2021;69229;Saint-Nizier-d'Azergues;316.0;758.0;21760.0
2021;69230;Sainte-Paule;128.0;330.0;24340.0
2021;69231;Saint-Pierre-la-Palud;1120.0;2715.0;27700.0
2021;69233;Saint-Romain-au-Mont-d'Or;463.0;1213.0;37280.0
2021;69234;Saint-Romain-de-Popey;687.0;1747.0;26940.0
2021;69235;Saint-Romain-en-Gal;849.0;1916.0;24110.0
2021;69236;Saint-Romain-en-Gier;227.0;561.0;23740.0
2021;69238;Saint-Symphorien-sur-Coise;1678.0;3593.0;21060.0
2021;69239;Saint-Vérand;485.0;1182.0;26350.0
2021;69240;Saint-Vincent-de-Reins;303.0;617.0;20460.0
2021;69241;Taluyers;1025.0;2610.0;29760.0
2021;69242;Taponas;356.0;929.0;23960.0
2021;69243;Tarare;4652.0;9957.0;18450.0
2021;69244;Tassin-la-Demi-Lune;9956.0;21189.0;30330.0
2021;69245;Ternand;305.0;758.0;25690.0
2021;69246;Theizé;507.0;1308.0;28390.0
2021;69248;Thizy-les-Bourgs;2466.0;5385.0;20250.0
2021;69249;Thurins;1322.0;3220.0;26370.0
2021;69250;La Tour-de-Salvagny;1862.0;4577.0;35770.0
2021;69252;Trèves;276.0;714.0;26300.0
2021;69253;Tupin-et-Semons;246.0;648.0;28130.0
2021;69254;Valsonne;376.0;936.0;21930.0
2021;69255;Vaugneray;2341.0;5916.0;27230.0
2021;69256;Vaulx-en-Velin;17521.0;46079.0;14710.0
2021;69257;Vaux-en-Beaujolais;413.0;990.0;24640.0
2021;69258;Vauxrenard;136.0;293.0;23950.0
2021;69259;Vénissieux;25155.0;62798.0;14730.0
2021;69260;Vernaison;1975.0;4971.0;28600.0
2021;69263;Villechenève;369.0;890.0;23020.0
2021;69264;Villefranche-sur-Saône;16450.0;33937.0;18440.0
2021;69265;Ville-sur-Jarnioux;333.0;861.0;30300.0
2021;69266;Villeurbanne;69707.0;142329.0;20910.0
2021;69267;Villié-Morgon;846.0;1986.0;24910.0
2021;69268;Vourles;1393.0;3467.0;34500.0
2021;69269;Yzeron;408.0;918.0;25740.0
2021;69270;Chaponnay;1707.0;4383.0;32750.0
2021;69271;Chassieu;4350.0;10777.0;29900.0
2021;69272;Communay;1791.0;4620.0;29520.0
2021;69273;Corbas;4046.0;10133.0;25330.0
2021;69275;Décines-Charpieu;12057.0;28232.0;21440.0
2021;69276;Feyzin;3940.0;10065.0;21380.0
2021;69277;Genas;5374.0;13803.0;32120.0
2021;69278;Genay;2195.0;5310.0;27370.0
2021;69279;Jonage;2288.0;6079.0;28880.0
2021;69280;Jons;553.0;1547.0;27590.0
2021;69281;Marennes;754.0;1914.0;30280.0
2021;69282;Meyzieu;13756.0;34423.0;23690.0
2021;69283;Mions;5299.0;14068.0;26360.0
2021;69284;Montanay;1241.0;3302.0;35920.0
2021;69285;Pusignan;1489.0;4086.0;27840.0
2021;69286;Rillieux-la-Pape;11938.0;29771.0;18590.0
2021;69287;Saint-Bonnet-de-Mure;2568.0;6829.0;29700.0
2021;69288;Saint-Laurent-de-Mure;2366.0;5846.0;28120.0
2021;69289;Saint-Pierre-de-Chandieu;1833.0;4778.0;29320.0
2021;69290;Saint-Priest;20086.0;49794.0;20620.0
2021;69291;Saint-Symphorien-d'Ozon;2420.0;5788.0;27010.0
2021;69292;Sathonay-Camp;2907.0;6383.0;24620.0
2021;69293;Sathonay-Village;884.0;2355.0;35420.0
2021;69294;Sérézin-du-Rhône;1264.0;3090.0;26760.0
2021;69295;Simandres;770.0;1892.0;29210.0
2021;69296;Solaize;1229.0;3187.0;30150.0
2021;69297;Ternay;2203.0;5751.0;28010.0
2021;69298;Toussieu;1152.0;3090.0;30870.0
2021;69299;Colombier-Saugnieu;1004.0;2624.0;27460.0
2021;69381;Lyon 1er Arrondissement;13371.0;24355.0;26800.0
2021;69382;Lyon 2e Arrondissement;13517.0;26008.0;30340.0
2021;69383;Lyon 3e Arrondissement;45416.0;87553.0;27780.0
2021;69384;Lyon 4e Arrondissement;17141.0;34335.0;29380.0
2021;69385;Lyon 5e Arrondissement;19760.0;39745.0;26660.0
2021;69386;Lyon 6e Arrondissement;23880.0;47310.0;35640.0
2021;69387;Lyon 7e Arrondissement;37260.0;69936.0;24610.0
2021;69388;Lyon 8e Arrondissement;36903.0;74676.0;20230.0
2021;69389;Lyon 9e Arrondissement;23238.0;48483.0;21040.0
