annee;code_commune;nom_commune;population
2022;69182;Saint-Bonnet-des-Bruyères;372.0
2022;69183;Saint-Bonnet-le-Troncy;311.0
2022;69184;Sainte-Catherine;981.0
2022;69186;Saint-Clément-de-Vers;205.0
2022;69187;Saint-Clément-les-Places;669.0
2022;69188;Saint-Clément-sur-Valsonne;904.0
2022;69189;Sainte-Colombe;1994.0
2022;69190;Sainte-Consorce;2109.0
2022;69191;Saint-Cyr-au-Mont-d'Or;6113.0
2022;69192;Saint-Cyr-le-Chatoux;156.0
2022;69193;Saint-Cyr-sur-le-Rhône;1273.0
2022;69194;Saint-Didier-au-Mont-d'Or;7405.0
2022;69196;Saint-Didier-sur-Beaujeu;603.0
2022;69197;Saint-Étienne-des-Oullières;2236.0
2022;69198;Saint-Étienne-la-Varenne;783.0
2022;69199;Saint-Fons;19549.0
2022;69200;Saint-Forgeux;1538.0
2022;69201;Sainte-Foy-l'Argentière;1292.0
2022;69202;Sainte-Foy-lès-Lyon;21893.0
2022;69203;Saint-Genis-l'Argentière;986.0
2022;69204;Saint-Genis-Laval;21329.0
2022;69205;Saint-Genis-les-Ollières;5370.0
2022;69206;Saint-Georges-de-Reneins;4533.0
2022;69207;Saint-Germain-au-Mont-d'Or;3037.0
2022;69208;Saint-Germain-Nuelles;2252.0
2022;69209;Saint-Igny-de-Vers;581.0
2022;69212;Saint-Jean-des-Vignes;472.0
2022;69214;Saint-Jean-la-Bussière;1175.0
2022;69215;Saint-Julien;936.0
2022;69216;Saint-Julien-sur-Bibost;605.0
2022;69217;Saint-Just-d'Avray;743.0
2022;69218;Saint-Lager;1051.0
2022;69219;Saint-Laurent-d'Agny;2120.0
2022;69220;Saint-Laurent-de-Chamousset;1950.0
2022;69225;Saint-Marcel-l'Éclairé;568.0
2022;69227;Saint-Martin-en-Haut;3917.0
2022;69228;Saint-Maurice-sur-Dargoire;4274.0
2022;69229;Saint-Nizier-d'Azergues;776.0
2022;69230;Sainte-Paule;330.0
2022;69231;Saint-Pierre-la-Palud;2586.0
2022;69233;Saint-Romain-au-Mont-d'Or;1241.0
2022;69234;Saint-Romain-de-Popey;1703.0
2022;69235;Saint-Romain-en-Gal;1990.0
2022;69236;Saint-Romain-en-Gier;598.0
2022;69238;Saint-Symphorien-sur-Coise;3749.0
2022;69239;Saint-Vérand;1147.0
2022;69240;Saint-Vincent-de-Reins;627.0
2022;69241;Taluyers;2657.0
2022;69242;Taponas;908.0
2022;69243;Tarare;10881.0
2022;69244;Tassin-la-Demi-Lune;22819.0
2022;69245;Ternand;747.0
2022;69246;Theizé;1293.0
2022;69248;Thizy-les-Bourgs;5794.0
2022;69249;Thurins;3268.0
2022;69250;La Tour-de-Salvagny;4460.0
2022;69252;Trèves;723.0
2022;69253;Tupin-et-Semons;650.0
2022;69254;Valsonne;994.0
2022;69255;Vaugneray;6198.0
2022;69256;Vaulx-en-Velin;52448.0
2022;69257;Vaux-en-Beaujolais;1153.0
2022;69258;Vauxrenard;315.0
2022;69259;Vénissieux;66701.0
2022;69260;Vernaison;5175.0
2022;69261;Vernay;117.0
2022;69263;Villechenève;908.0
2022;69264;Villefranche-sur-Saône;36224.0
2022;69265;Ville-sur-Jarnioux;820.0
2022;69266;Villeurbanne;162207.0
2022;69267;Villié-Morgon;2132.0
2022;69268;Vourles;3353.0
2022;69269;Yzeron;980.0
2022;69270;Chaponnay;4519.0
2022;69271;Chassieu;11214.0
2022;69272;Communay;4524.0
2022;69273;Corbas;11196.0
2022;69275;Décines-Charpieu;29905.0
2022;69276;Feyzin;9727.0
2022;69277;Genas;13446.0
2022;69278;Genay;5632.0
2022;69279;Jonage;6109.0
2022;69280;Jons;1594.0
2022;69281;Marennes;1979.0
2022;69282;Meyzieu;36437.0
2022;69283;Mions;13716.0
2022;69284;Montanay;3270.0
2022;69285;Pusignan;4145.0
2022;69286;Rillieux-la-Pape;31479.0
2022;69287;Saint-Bonnet-de-Mure;6988.0
2022;69288;Saint-Laurent-de-Mure;5651.0
2022;69289;Saint-Pierre-de-Chandieu;4588.0
2022;69290;Saint-Priest;49193.0
2022;69291;Saint-Symphorien-d'Ozon;6076.0
2022;69292;Sathonay-Camp;7039.0
2022;69293;Sathonay-Village;2418.0
2022;69294;Sérézin-du-Rhône;3057.0
2022;69295;Simandres;1886.0
2022;69296;Solaize;3131.0
2022;69297;Ternay;5582.0
2022;69298;Toussieu;3186.0
2022;69299;Colombier-Saugnieu;2859.0
2022;69381;Lyon 1er Arrondissement;29040.0
2022;69382;Lyon 2e  Arrondissement;29880.0
2022;69383;Lyon 3e  Arrondissement;101523.0
2022;69384;Lyon 4e  Arrondissement;35232.0
2022;69385;Lyon 5e  Arrondissement;48277.0
2022;69386;Lyon 6e  Arrondissement;50718.0
2022;69387;Lyon 7e  Arrondissement;87491.0
2022;69388;Lyon 8e  Arrondissement;84956.0
2022;69389;Lyon 9e  Arrondissement;53657.0
