CODGEO;LIBGEO;NBMEN21;NBPERS21;NBUC21;PMIMP21;Q121;Q221;Q321;Q3_Q1;D121;D221;D321;D421;D621;D721;D821;D921;RD;S80S2021;GI21;PACT21;PTSA21;PCHO21;PBEN21;PPEN21;PAUT21
01219;Lompnas;78;155;111,9;s;s;22780;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01224;Loyettes;1329;3409;2220,6;58,0;17350;23240;30970;13620;12460;15930;18750;21060;25840;28710;32740;38710;3,1;3,9;0,258;76,3;70,1;3,4;2,8;20,6;3,1
01225;Lurcy;151;352;242,1;s;s;29010;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01227;Magnieu;273;661;446,5;s;s;25050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01228;Maillat;267;625;428,1;s;s;27180;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01229;Malafretaz;517;1198;816,0;s;s;24840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01230;Mantenay-Montlin;142;316;219,2;s;s;20310;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01231;Manziat;835;2063;1380,5;59,0;19430;25210;32940;13500;15100;17770;20580;22800;27760;31040;34490;40870;2,7;3,5;0,257;64,9;58,6;1,5;4,8;28,1;7,0
01232;Marboz;975;2217;1529,7;57,0;18910;24570;32030;13120;13230;17150;20060;21960;27050;29700;33840;41100;3,1;4,1;0,277;64,1;56,2;2,1;5,8;31,0;4,9
01233;Marchamp;54;119;84,0;s;s;22840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01234;Marignieu;68;144;102,8;s;s;24190;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01235;Marlieux;468;1186;774,0;s;s;22660;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01236;Marsonnas;408;979;657,2;s;s;23820;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01237;Martignat;648;1659;1099,0;s;s;24570;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01238;Massieux;1060;2841;1845,7;73,0;22620;29120;39160;16530;15770;20590;23770;26590;32860;36800;41850;51030;3,2;4,1;0,272;74,2;67,5;2,5;4,2;20,7;5,1
01239;Massignieu-de-Rives;256;606;410,9;s;s;23190;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01240;Matafelon-Granges;279;622;433,0;s;s;24960;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01241;Meillonnas;585;1347;921,3;s;s;25850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01242;Mérignat;59;127;88,5;s;s;18700;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01243;Messimy-sur-Saône;507;1293;859,4;s;s;28440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01244;Meximieux;3396;7863;5330,4;57,0;17110;24790;33530;16420;10650;15340;18590;21560;27930;31330;36050;44440;4,2;5,2;0,303;74,0;68,7;2,6;2,7;22,0;4,0
01245;Bohas-Meyriat-Rignat;392;906;619,1;s;s;25420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01246;Mézériat;937;2217;1502,0;50,0;16730;23280;30590;13870;10740;15000;18170;20880;25840;28070;32160;39480;3,7;4,6;0,282;67,2;60,3;3,1;3,8;28,3;4,5
01247;Mijoux;139;295;208,2;s;s;31880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01248;Mionnay;913;2303;1534,2;71,0;22830;30680;40190;17360;16400;20870;24270;26860;33680;37360;43560;53430;3,3;4,2;0,282;73,9;67,1;2,1;4,7;19,3;6,8
01249;Miribel;4033;9413;6368,6;64,0;19200;27150;37170;17980;11030;17250;20830;23770;30710;34600;40030;50160;4,5;5,4;0,305;74,0;68,2;2,3;3,5;21,2;4,8
01250;Misérieux;717;1984;1270,2;s;s;27650;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01252;Mogneneins;328;873;564,3;s;s;27030;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01254;Montagnat;860;2253;1468,9;71,0;20450;27740;37090;16640;14470;18810;22200;25090;30720;34540;40820;52670;3,6;5,2;0,326;68,4;62,2;1,7;4,5;23,2;8,4
01255;Montagnieu;264;590;406,1;s;s;21940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01257;Montanges;145;356;236,5;s;s;30790;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01258;Montceaux;473;1223;803,9;s;s;28060;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01259;Montcet;263;673;442,1;s;s;25430;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01260;Le Montellier;120;343;215,6;s;s;29240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01261;Monthieux;260;687;446,2;s;s;28330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01262;Montluel;2981;6929;4717,5;56,0;15940;23680;32600;16660;9000;14010;17580;20770;26860;30410;35090;43750;4,9;6,0;0,316;74,6;67,4;3,2;4,0;21,5;3,9
01263;Montmerle-sur-Saône;1652;3929;2662,2;61,0;19840;26160;33950;14110;13690;18300;21140;23680;29060;32300;36990;45180;3,3;4,2;0,276;67,6;62,2;2,7;2,7;25,5;6,9
01264;Montracol;410;1006;676,7;s;s;25380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01265;Montréal-la-Cluse;1522;3452;2376,0;45,0;13620;20270;27800;14180;7720;11840;15020;17880;22780;25890;30370;37300;4,8;6,5;0,330;68,6;63,5;3,6;1,5;26,4;5,0
01266;Montrevel-en-Bresse;1257;2473;1808,0;49,0;16530;22310;28820;12290;10450;15200;17730;19950;24650;27500;30580;36240;3,5;4,5;0,271;61,0;55,2;2,7;3,1;35,3;3,7
01267;Nurieux-Volognat;398;975;659,4;s;s;25140;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01268;Murs-et-Gélignieux;99;246;163,4;s;s;23810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01269;Nantua;1398;3071;2123,4;42,0;9370;16970;24990;15620;4770;7810;10740;14090;20340;23140;26940;34170;7,2;10,8;0,418;65,6;57,4;4,5;3,7;24,2;10,2
01272;Neuville-les-Dames;686;1556;1070,9;s;s;22670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01273;Neuville-sur-Ain;746;1784;1201,4;s;s;22640;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01274;Les Neyrolles;244;620;406,7;s;s;20430;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01275;Neyron;993;2381;1611,5;72,0;22230;31850;46050;23820;14590;20220;24620;28040;36650;41790;51700;72490;5,0;8,4;0,437;64,1;57,9;1,6;4,6;18,5;17,4
01276;Niévroz;568;1585;1016,3;s;s;28230;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01277;Nivollet-Montgriffon;63;129;92,8;s;s;23140;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01279;Oncieu;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01280;Ordonnaz;74;145;104,7;s;s;23140;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01281;Ornex;1710;4073;2724,5;49,0;15480;38380;62690;47210;2470;11890;20660;28630;46650;56740;69530;92540;37,4;29,0;0,477;78,0;74,1;2,6;1,3;15,7;6,3
01282;Outriaz;103;256;169,1;s;s;25940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01283;Oyonnax;9014;21455;14429,9;40,0;9990;16870;24880;14890;5360;8550;11290;14060;19850;22980;26950;34230;6,4;9,8;0,398;65,3;58,4;4,4;2,5;28,0;6,7
01284;Ozan;288;735;483,0;s;s;22830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01285;Parcieux;497;1314;853,5;s;s;30240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01286;Parves et Nattages;404;986;664,5;s;s;26760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01288;Péron;970;2388;1580,0;52,0;25990;41520;60190;34200;12950;23440;29330;35720;47740;55400;66140;80310;6,2;8,0;0,360;83,3;78,7;2,5;2,1;13,3;3,4
01289;Péronnas;2786;6163;4298,7;58,0;17120;23830;32200;15080;10700;15540;18410;21380;26710;29940;34920;44100;4,1;5,1;0,301;60,6;55,6;2,1;2,9;34,7;4,7
01290;Pérouges;589;1342;925,8;s;s;27110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01291;Perrex;342;836;564,7;s;s;23720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01293;Peyriat;62;147;100,3;s;s;25510;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01294;Peyrieu;347;824;552,2;s;s;22900;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01295;Peyzieux-sur-Saône;227;621;394,9;s;s;24670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01296;Pirajoux;158;371;251,3;s;s;23100;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01297;Pizay;341;943;601,0;s;s;27910;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01298;Plagne;62;142;96,6;s;s;32080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01299;Le Plantay;201;506;332,3;s;s;25370;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01301;Polliat;1144;2632;1802,9;60,0;19270;25210;32020;12750;14390;17960;20420;22630;27660;30300;34080;42240;2,9;3,9;0,270;64,7;56,9;1,8;6,0;29,8;5,5
01302;Pollieu;75;159;113,8;s;s;26660;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01303;Poncin;807;1746;1219,2;s;s;22320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01304;Pont-d'Ain;1195;2845;1918,0;52,0;16310;22540;29470;13160;9160;14260;17490;20240;25410;27830;31380;38230;4,2;5,6;0,306;73,7;66,0;3,0;4,7;23,1;3,2
01305;Pont-de-Vaux;1097;2045;1520,9;44,0;14050;20380;27010;12960;8250;12500;15760;17990;22840;25510;28440;35300;4,3;5,9;0,313;61,2;54,3;3,1;3,8;33,4;5,4
01306;Pont-de-Veyle;725;1347;1000,2;s;s;20610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01307;Port;362;816;564,7;s;s;22280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01308;Pougny;298;677;464,5;s;s;43600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01309;Pouillat;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01310;Prémeyzel;48;117;76,9;s;s;24920;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01311;Prémillieu;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01313;Prévessin-Moëns;3276;7956;5264,1;49,0;19810;45350;72110;52300;4020;14470;23930;34210;54980;65670;80540;108260;27,0;25,9;0,467;81,4;76,8;2,5;2,1;14,3;4,3
01314;Priay;740;1784;1190,8;s;s;24780;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01317;Ramasse;131;336;218,6;s;s;24770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01318;Rancé;260;773;487,3;s;s;30400;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01319;Relevant;186;461;306,3;s;s;25610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01320;Replonges;1627;3973;2660,8;60,0;18740;24930;32200;13460;14120;17220;20100;22360;27310;30440;34610;42680;3,0;4,1;0,280;66,3;61,7;2,3;2,3;26,2;7,5
01321;Revonnas;335;892;583,2;s;s;27720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01322;Reyrieux;1860;4897;3201,9;70,0;21450;29940;41090;19640;15840;19900;23290;26500;33500;38380;44470;54940;3,5;4,8;0,312;71,5;64,9;2,5;4,1;19,9;8,6
01323;Reyssouze;417;969;661,5;s;s;22890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01325;Rignieux-le-Franc;430;1132;738,1;s;s;26420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01328;Romans;205;501;333,3;s;s;25380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01329;Rossillon;75;142;104,0;s;s;19980;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01330;Ruffieu;78;160;115,3;s;s;20830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01331;Saint-Alban;76;168;116,2;s;s;23690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01332;Saint-André-de-Bâgé;329;848;560,8;s;s;25180;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01333;Saint-André-de-Corcy;1430;3299;2264,7;65,0;20810;26760;33980;13170;14830;19140;22010;24330;29170;32190;36300;44270;3,0;3,8;0,261;65,8;60,5;2,6;2,7;28,7;5,5
01334;Saint-André-d'Huiriat;250;663;431,0;s;s;24510;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01335;Saint-André-le-Bouchoux;139;382;244,7;s;s;26120;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01336;Saint-André-sur-Vieux-Jonc;492;1155;783,4;s;s;23690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01337;Saint-Bénigne;556;1367;913,9;s;s;22360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01338;Groslée-Saint-Benoit;514;1201;818,8;s;s;23530;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01339;Saint-Bernard;603;1563;1030,7;s;s;34430;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01342;Sainte-Croix;193;519;341,6;s;s;31470;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01343;Saint-Cyr-sur-Menthon;737;1876;1233,0;s;s;23690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01344;Saint-Denis-lès-Bourg;2612;5998;4120,2;63,0;18210;25770;34080;15870;12010;16670;20010;22680;28690;32220;36100;43670;3,6;4,7;0,290;60,2;54,8;2,0;3,4;34,4;5,4
01345;Saint-Denis-en-Bugey;982;2229;1533,8;55,0;17750;23480;30720;12970;11610;15940;18520;21220;26320;28770;32750;40530;3,5;4,5;0,278;66,4;61,6;2,7;2,1;28,8;4,8
01346;Saint-Didier-d'Aussiat;347;853;568,6;s;s;23810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01347;Saint-Didier-de-Formans;827;2191;1430,6;66,0;21710;28780;38980;17270;16080;19660;22860;25950;32470;36910;42280;56140;3,5;4,7;0,309;71,1;64,0;2,2;4,9;20,6;8,3
01348;Saint-Didier-sur-Chalaronne;1228;2838;1943,1;51,0;17810;23290;30560;12750;12990;16660;19000;21090;25500;28410;32510;39970;3,1;4,0;0,265;68,1;61,1;2,6;4,4;27,1;4,8
01349;Saint-Éloi;213;567;366,4;s;s;26870;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01350;Saint-Étienne-du-Bois;1126;2551;1755,7;55,0;17700;24020;30860;13160;12070;16290;18930;21630;27060;29670;33090;40250;3,3;4,2;0,273;66,1;59,4;2,3;4,4;29,9;4,0
01351;Saint-Étienne-sur-Chalaronne;643;1687;1094,0;s;s;23330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01352;Saint-Étienne-sur-Reyssouze;228;524;358,3;s;s;22400;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01353;Sainte-Euphémie;616;1659;1075,6;s;s;28300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01354;Saint-Genis-Pouilly;5073;11869;7945,2;40,0;13130;29500;55620;42490;630;9450;16090;22660;38630;49320;62720;81940;130,4;33,7;0,483;82,0;77,5;3,0;1,5;15,4;2,6
01355;Saint-Genis-sur-Menthon;209;508;340,0;s;s;24350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01356;Saint-Georges-sur-Renon;84;217;140,8;s;s;26060;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01357;Saint-Germain-de-Joux;198;468;316,2;s;s;21890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01358;Saint-Germain-les-Paroisses;177;425;285,8;s;s;23440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01359;Saint-Germain-sur-Renon;99;257;167,7;s;s;26630;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01360;Saint-Jean-de-Gonville;739;1843;1211,3;s;s;42990;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01361;Saint-Jean-de-Niost;739;1883;1241,7;s;s;29150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01362;Saint-Jean-de-Thurigneux;299;853;541,1;s;s;29700;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01363;Saint-Jean-le-Vieux;797;1792;1233,5;s;s;24280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01364;Saint-Jean-sur-Reyssouze;333;735;508,4;s;s;22210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01365;Saint-Jean-sur-Veyle;475;1149;772,3;s;s;24370;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01366;Sainte-Julie;415;1083;704,4;s;s;24990;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01367;Saint-Julien-sur-Reyssouze;316;643;461,0;s;s;21510;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01368;Saint-Julien-sur-Veyle;327;877;566,2;s;s;23090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01369;Saint-Just;386;937;631,4;s;s;27940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01370;Saint-Laurent-sur-Saône;957;1637;1247,7;s;s;18300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01371;Saint-Marcel;474;1191;789,6;s;s;25690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01372;Saint-Martin-de-Bavel;175;411;283,0;s;s;25400;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01373;Saint-Martin-du-Frêne;442;1033;709,1;s;s;25290;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01374;Saint-Martin-du-Mont;808;1943;1307,8;s;s;25990;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01375;Saint-Martin-le-Châtel;328;841;553,4;s;s;24910;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01376;Saint-Maurice-de-Beynost;1634;3835;2597,7;58,0;16540;23530;31660;15120;10200;14660;18010;20790;26330;29890;34210;42510;4,2;5,2;0,300;72,5;66,9;2,9;2,7;24,0;3,5
01378;Saint-Maurice-de-Gourdans;1095;2845;1870,9;68,0;22060;28590;37230;15170;16510;20530;23310;25860;31270;35200;40100;46500;2,8;3,7;0,258;74,2;67,3;2,2;4,7;19,3;6,5
01379;Saint-Maurice-de-Rémens;308;764;506,2;s;s;23930;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01380;Saint-Nizier-le-Bouchoux;274;574;411,0;s;s;21690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01381;Saint-Nizier-le-Désert;328;837;550,4;s;s;23970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01382;Sainte-Olive;118;304;198,2;s;s;25790;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01383;Saint-Paul-de-Varax;601;1446;969,8;s;s;22370;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01384;Saint-Rambert-en-Bugey;974;2045;1435,5;43,0;12450;19310;25790;13340;6470;10720;13900;16880;21750;24140;28090;33370;5,2;6,5;0,310;69,0;61,4;4,3;3,3;28,3;2,7
01385;Saint-Rémy;407;943;648,5;s;s;27930;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01386;Saint-Sorlin-en-Bugey;491;1127;775,4;s;s;26810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01387;Saint-Sulpice;90;254;158,2;s;s;22770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01388;Saint-Trivier-de-Courtes;470;968;689,2;s;s;20190;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01389;Saint-Trivier-sur-Moignans;765;1713;1182,3;s;s;24000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01390;Saint-Vulbas;476;1141;763,8;s;s;24500;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01391;Salavre;146;307;219,2;s;s;23280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01392;Samognat;263;654;442,8;s;s;27620;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01393;Sandrans;219;568;373,4;s;s;26740;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01396;Sault-Brénaz;437;947;664,2;s;s;20540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01397;Sauverny;383;936;625,4;s;s;43290;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01398;Savigneux;561;1478;956,9;s;s;26870;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01399;Ségny;884;2179;1438,3;57,0;26420;44830;67730;41310;9760;21910;30100;36210;52790;59880;73820;94920;9,7;11,4;0,387;80,9;76,4;3,1;1,4;15,8;3,3
01400;Seillonnaz;60;126;88,8;s;s;22830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01401;Sergy;805;2066;1346,8;51,0;21090;43110;71570;50490;3710;16740;26320;34270;54900;64990;78080;99640;26,9;19,8;0,427;77,2;72,7;2,6;1,9;19,6;3,2
01402;Sermoyer;305;681;471,5;s;s;21610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01403;Serrières-de-Briord;570;1303;893,0;s;s;22100;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01404;Serrières-sur-Ain;68;126;94,5;s;s;23060;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01405;Servas;509;1236;830,8;s;s;22070;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01406;Servignat;76;169;116,9;s;s;22670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01407;Seyssel;436;920;645,8;s;s;23880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01408;Simandre-sur-Suran;279;655;445,4;s;s;22050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01410;Sonthonnax-la-Montagne;131;318;214,9;s;s;27210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01411;Souclin;122;268;187,6;s;s;24510;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01412;Sulignat;234;577;384,7;s;s;24240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01415;Talissieu;198;424;297,6;s;s;24080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01416;Tenay;433;890;634,8;s;s;19010;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01418;Thil;411;1139;732,2;s;s;32010;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01419;Thoiry;2407;5786;3876,4;51,0;19660;40140;63000;43340;6360;16170;23750;32210;48890;57490;69840;93680;14,7;18,5;0,456;76,7;72,6;2,4;1,7;17,7;5,6
01420;Thoissey;788;1442;1071,8;s;s;19380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01421;Torcieu;320;713;490,1;s;s;23120;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01422;Tossiat;566;1342;909,5;s;s;26430;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01423;Toussieux;436;1249;779,6;s;s;27910;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01424;Tramoyes;658;1748;1142,5;s;s;32720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01425;La Tranclière;123;290;197,2;s;s;25560;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01426;Val-Revermont;1059;2486;1690,8;58,0;17980;24080;31460;13480;12450;16690;19420;21790;26390;29610;33670;41250;3,3;4,8;0,309;66,2;59,7;2,1;4,4;26,1;7,7
01427;Trévoux;2948;6791;4611,2;56,0;16470;23840;32410;15940;9490;14720;18170;21110;26650;30070;34880;43510;4,6;5,8;0,316;74,2;66,9;2,9;4,4;21,8;4,0
01428;Valeins;44;122;79,4;s;s;24440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01429;Vandeins;288;729;480,0;s;s;23970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01430;Varambon;262;594;406,0;s;s;23870;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01431;Vaux-en-Bugey;533;1211;832,4;s;s;25190;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01432;Verjon;150;347;235,5;s;s;22940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01433;Vernoux;100;260;169,4;s;s;19140;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01434;Versailleux;176;503;314,5;s;s;25540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01435;Versonnex;821;2092;1371,1;54,0;21620;40700;63060;41440;8170;18890;24810;33280;48630;57710;68620;91080;11,2;14,3;0,427;78,4;73,9;2,7;1,8;17,0;4,6
01436;Vesancy;198;456;314,9;s;s;48030;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
01437;Vescours;91;217;146,0;s;s;22740;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
