CODGEO;LIBGEO;NBMENFISC12;NBPERSMENFISC12;MED12;PIMP12;TP6012;TP60AGE112;TP60AGE212;TP60AGE312;TP60AGE412;TP60AGE512;TP60AGE612;TP60TOL112;TP60TOL212;PR12;PRA12;PTSAC12;PBEN12;PPEN12;PPAT12;PPSOC12;PPFAM12;PPMINI12;PPLOGT12;PIMPOT12;RD12;D112;D912
36208;Sainte-Sévère-sur-Indre;379;760.5;17882.7;;;;;;;;;;;;;;;;;;;;;;;;
36209;Saint-Valentin;122;292.0;19294.3;;;;;;;;;;;;;;;;;;;;;;;;
36210;Sarzay;147;328.0;18661.4;;;;;;;;;;;;;;;;;;;;;;;;
36211;Sassierges-Saint-Germain;194;502.5;19571.7;;;;;;;;;;;;;;;;;;;;;;;;
36212;Saulnay;86;179.5;17971.3;;;;;;;;;;;;;;;;;;;;;;;;
36213;Sauzelles;115;254.0;18425.2;;;;;;;;;;;;;;;;;;;;;;;;
36214;Sazeray;151;302.5;15015.7;;;;;;;;;;;;;;;;;;;;;;;;
36215;Ségry;198;501.5;21578.7;;;;;;;;;;;;;;;;;;;;;;;;
36216;Selles-sur-Nahon;;;;;;;;;;;;;;;;;;;;;;;;;;;
36217;Sembleçay;47;105.5;21302.0;;;;;;;;;;;;;;;;;;;;;;;;
36218;Sougé;65;149.5;19303.6;;;;;;;;;;;;;;;;;;;;;;;;
36219;Tendu;269;657.5;18907.1;;;;;;;;;;;;;;;;;;;;;;;;
36220;Thenay;371;842.5;17217.1;;;;;;;;;;;;;;;;;;;;;;;;
36221;Thevet-Saint-Julien;199;400.5;16606.4;;;;;;;;;;;;;;;;;;;;;;;;
36222;Thizay;106;261.5;18910.4;;;;;;;;;;;;;;;;;;;;;;;;
36223;Tilly;77;134.0;15799.8;;;;;;;;;;;;;;;;;;;;;;;;
36224;Tournon-Saint-Martin;533;1119.5;17702.7;;;;;;;;;;;;;;;;;;;;;;;;
36225;Le Tranger;86;165.0;18305.7;;;;;;;;;;;;;;;;;;;;;;;;
36226;Tranzault;162;352.0;18840.8;;;;;;;;;;;;;;;;;;;;;;;;
36227;Urciers;121;247.5;16029.3;;;;;;;;;;;;;;;;;;;;;;;;
36228;Valençay;1144;2247.5;18798.0;57;13;;17;17;12;9;10;8;26;100.0;51.6;44.9;6.7;44.0;13.9;4.2;1.3;1.6;1.3;-13.7;2.9;11290.0;32650.5
36229;Varennes-sur-Fouzon;309;664.5;18072.0;;;;;;;;;;;;;;;;;;;;;;;;
36230;Vatan;937;2000.5;18434.0;53;15;;15;15;19;7;9;9;30;100.0;64.0;53.5;10.5;32.7;11.6;5.1;2.2;1.4;1.5;-13.4;2.9;10561.3;31104.7
36231;Velles;387;954.0;19692.9;;;;;;;;;;;;;;;;;;;;;;;;
36232;Vendoeuvres;494;1121.0;18572.3;;;;;;;;;;;;;;;;;;;;;;;;
36233;La Vernelle;333;764.5;16963.6;;;;;;;;;;;;;;;;;;;;;;;;
36234;Verneuil-sur-Igneraie;162;345.0;17155.2;;;;;;;;;;;;;;;;;;;;;;;;
36235;Veuil;160;353.0;18281.9;;;;;;;;;;;;;;;;;;;;;;;;
36236;Vicq-Exemplet;160;333.5;17870.0;;;;;;;;;;;;;;;;;;;;;;;;
36237;Vicq-sur-Nahon;352;767.5;18286.7;;;;;;;;;;;;;;;;;;;;;;;;
36238;Vigoulant;51;102.0;15433.3;;;;;;;;;;;;;;;;;;;;;;;;
36239;Vigoux;199;473.0;17162.5;;;;;;;;;;;;;;;;;;;;;;;;
36240;Vijon;157;311.5;15872.7;;;;;;;;;;;;;;;;;;;;;;;;
36241;Villedieu-sur-Indre;1200;2742.0;18663.2;59;11;13;11;13;13;7;5;6;19;100.0;67.9;61.9;6.0;30.7;10.2;4.6;2.4;0.9;1.3;-13.4;2.6;11749.3;30298.0
36242;Villegongis;53;126.5;18317.6;;;;;;;;;;;;;;;;;;;;;;;;
36243;Villegouin;157;340.0;16833.8;;;;;;;;;;;;;;;;;;;;;;;;
36244;Villentrois;279;602.0;17027.2;;;;;;;;;;;;;;;;;;;;;;;;
36245;Villers-les-Ormes;163;427.0;21332.0;;;;;;;;;;;;;;;;;;;;;;;;
36246;Villiers;84;203.0;16749.5;;;;;;;;;;;;;;;;;;;;;;;;
36247;Vineuil;485;1226.5;20334.3;;;;;;;;;;;;;;;;;;;;;;;;
36248;Vouillon;115;250.0;20647.6;;;;;;;;;;;;;;;;;;;;;;;;
37001;Abilly;454;1037.0;18369.1;;;;;;;;;;;;;;;;;;;;;;;;
37002;Ambillou;658;1803.5;19560.5;;;;;;;;;;;;;;;;;;;;;;;;
37003;Amboise;5630;12178.0;19172.0;61;13;23;16;17;12;7;6;4;24;100.0;63.8;59.0;4.8;35.1;11.6;5.2;2.2;1.4;1.6;-15.7;3.2;10924.0;35166.0
37004;Anché;183;411.0;19013.0;;;;;;;;;;;;;;;;;;;;;;;;
37005;Antogny-le-Tillac;203;490.5;18300.4;;;;;;;;;;;;;;;;;;;;;;;;
37006;Artannes-sur-Indre;1049;2615.5;21684.0;71;4;;1;5;5;3;7;3;11;100.0;75.6;70.9;4.7;24.7;12.7;2.8;2.0;0.4;0.5;-15.8;2.6;13766.2;35480.0
37007;Assay;72;158.0;17423.0;;;;;;;;;;;;;;;;;;;;;;;;
37008;Athée-sur-Cher;970;2643.5;21314.0;70;4;;4;7;3;3;5;3;16;100.0;78.1;72.7;5.4;22.9;10.4;3.7;2.6;0.6;0.5;-15.1;2.5;13841.0;34130.3
37009;Autrèche;158;406.5;20753.8;;;;;;;;;;;;;;;;;;;;;;;;
37010;Auzouer-en-Touraine;764;2086.5;20014.0;65;8;;8;10;5;3;;6;17;100.0;77.2;73.2;4.0;23.2;8.2;4.7;3.3;0.6;0.8;-13.3;2.4;12962.8;30928.0
37011;Avoine;800;1808.0;19591.3;;;;;;;;;;;;;;;;;;;;;;;;
37012;Avon-les-Roches;224;544.5;19407.1;;;;;;;;;;;;;;;;;;;;;;;;
37013;Avrillé-les-Ponceaux;206;491.0;17762.4;;;;;;;;;;;;;;;;;;;;;;;;
37014;Azay-le-Rideau;1475;3500.5;19912.4;62;10;16;5;13;10;7;11;6;20;100.0;71.7;66.8;4.9;27.7;11.1;4.3;2.3;0.9;1.1;-14.8;2.8;11984.4;33667.3
37015;Azay-sur-Cher;1211;3172.5;23170.7;76;6;;5;6;7;2;10;4;19;100.0;77.4;73.2;4.2;25.1;11.9;2.5;1.8;0.3;0.4;-16.9;2.7;13562.2;36951.0
37016;Azay-sur-Indre;168;400.5;19841.0;;;;;;;;;;;;;;;;;;;;;;;;
37018;Ballan-Miré;3276;7968.5;23155.2;77;5;10;5;6;5;3;4;3;12;100.0;75.0;69.0;6.0;28.1;11.8;2.8;1.6;0.5;0.7;-17.7;2.9;13965.0;39803.3
37019;Barrou;213;476.0;17063.5;;;;;;;;;;;;;;;;;;;;;;;;
37020;Beaulieu-lès-Loches;843;1813.5;18777.8;;;;;;;;;;;;;;;;;;;;;;;;
37021;Beaumont-la-Ronce;441;1135.0;20873.8;;;;;;;;;;;;;;;;;;;;;;;;
37022;Beaumont-en-Véron;1156;2806.5;22293.5;73;7;;12;8;4;5;9;4;16;100.0;72.7;67.9;4.8;29.3;9.5;3.7;1.6;1.2;0.8;-15.2;2.7;13231.0;36365.5
37023;Beaumont-Village;125;275.0;19247.1;;;;;;;;;;;;;;;;;;;;;;;;
37024;Benais;415;998.0;19282.6;;;;;;;;;;;;;;;;;;;;;;;;
37025;Berthenay;263;758.5;22026.0;;;;;;;;;;;;;;;;;;;;;;;;
37026;Betz-le-Château;265;603.0;17142.9;;;;;;;;;;;;;;;;;;;;;;;;
37027;Bléré;2231;4956.5;19831.0;63;10;21;11;12;10;5;6;4;20;100.0;66.1;60.0;6.1;32.8;12.3;4.0;2.0;0.8;1.2;-15.2;2.8;11909.2;33148.5
37028;Bossay-sur-Claise;352;767.0;17798.1;;;;;;;;;;;;;;;;;;;;;;;;
37029;Bossée;146;329.0;19456.0;;;;;;;;;;;;;;;;;;;;;;;;
37030;Le Boulay;296;784.5;20201.0;;;;;;;;;;;;;;;;;;;;;;;;
37031;Bourgueil;1749;3824.5;19550.0;60;13;20;14;12;13;11;13;8;23;100.0;63.2;57.6;5.6;35.7;11.2;4.9;2.0;1.6;1.3;-15.0;3.3;10922.7;36291.3
37032;Bournan;117;277.5;19404.3;;;;;;;;;;;;;;;;;;;;;;;;
37033;Boussay;121;244.0;18173.0;;;;;;;;;;;;;;;;;;;;;;;;
37034;Braslou;152;326.0;17723.3;;;;;;;;;;;;;;;;;;;;;;;;
37035;Braye-sous-Faye;146;322.0;17534.0;;;;;;;;;;;;;;;;;;;;;;;;
37036;Braye-sur-Maulne;81;187.0;17425.7;;;;;;;;;;;;;;;;;;;;;;;;
37037;Brèches;111;287.0;17324.0;;;;;;;;;;;;;;;;;;;;;;;;
37038;Bréhémont;324;782.5;19600.5;;;;;;;;;;;;;;;;;;;;;;;;
37039;Bridoré;223;484.0;17624.8;;;;;;;;;;;;;;;;;;;;;;;;
37040;Brizay;124;310.0;19042.1;;;;;;;;;;;;;;;;;;;;;;;;
37041;Bueil-en-Touraine;140;329.0;18086.9;;;;;;;;;;;;;;;;;;;;;;;;
37042;Candes-Saint-Martin;123;241.0;17895.0;;;;;;;;;;;;;;;;;;;;;;;;
37043;Cangey;407;1096.0;20529.0;;;;;;;;;;;;;;;;;;;;;;;;
37044;La Celle-Guenand;133;288.0;18515.0;;;;;;;;;;;;;;;;;;;;;;;;
37045;La Celle-Saint-Avant;467;1061.0;18756.0;;;;;;;;;;;;;;;;;;;;;;;;
37046;Céré-la-Ronde;201;442.0;19997.2;;;;;;;;;;;;;;;;;;;;;;;;
37047;Cerelles;441;1250.0;22230.7;;;;;;;;;;;;;;;;;;;;;;;;
37048;Chambon;147;310.0;18150.0;;;;;;;;;;;;;;;;;;;;;;;;
37049;Chambourg-sur-Indre;546;1345.5;20628.0;;;;;;;;;;;;;;;;;;;;;;;;
37050;Chambray-lès-Tours;4813;10461.0;21545.7;71;9;23;11;10;6;3;4;3;17;100.0;70.9;66.6;4.3;30.0;12.3;4.0;1.7;0.9;1.3;-17.2;3.2;12273.8;39648.5
37051;Champigny-sur-Veude;407;904.5;16580.0;;;;;;;;;;;;;;;;;;;;;;;;
37052;Chançay;456;1165.5;21561.3;;;;;;;;;;;;;;;;;;;;;;;;
37053;Chanceaux-près-Loches;53;137.0;20885.3;;;;;;;;;;;;;;;;;;;;;;;;
37054;Chanceaux-sur-Choisille;1296;3574.0;22056.5;77;4;;1;6;6;1;;3;9;100.0;81.8;78.4;3.4;22.2;7.6;3.5;2.3;0.6;0.5;-15.1;2.4;14240.0;33638.0
37055;Channay-sur-Lathan;319;833.0;17576.0;;;;;;;;;;;;;;;;;;;;;;;;
37056;La Chapelle-aux-Naux;228;557.5;19723.6;;;;;;;;;;;;;;;;;;;;;;;;
37057;La Chapelle-Blanche-Saint-Martin;283;700.0;19585.0;;;;;;;;;;;;;;;;;;;;;;;;
37058;La Chapelle-sur-Loire;604;1427.0;18627.8;;;;;;;;;;;;;;;;;;;;;;;;
37059;Charentilly;451;1212.0;23755.2;;;;;;;;;;;;;;;;;;;;;;;;
37060;Chargé;487;1284.0;22409.5;;;;;;;;;;;;;;;;;;;;;;;;
37061;Charnizay;213;505.5;18024.0;;;;;;;;;;;;;;;;;;;;;;;;
37062;Château-la-Vallière;696;1565.5;18168.9;;;;;;;;;;;;;;;;;;;;;;;;
37063;Château-Renault;2457;5120.5;16851.3;50;20;28;23;28;21;10;8;8;31;100.0;62.7;58.1;4.6;32.1;9.4;8.2;2.6;3.0;2.6;-12.4;3.0;9549.4;28237.0
37064;Chaumussay;107;228.0;18600.0;;;;;;;;;;;;;;;;;;;;;;;;
37065;Chaveignes;251;561.0;17386.7;;;;;;;;;;;;;;;;;;;;;;;;
37066;Chédigny;246;553.5;20445.2;;;;;;;;;;;;;;;;;;;;;;;;
37067;Cheillé;689;1775.5;20193.3;;;;;;;;;;;;;;;;;;;;;;;;
37068;Chemillé-sur-Dême;309;692.0;19713.0;;;;;;;;;;;;;;;;;;;;;;;;
37069;Chemillé-sur-Indrois;105;225.0;19480.0;;;;;;;;;;;;;;;;;;;;;;;;
37070;Chenonceaux;160;375.0;20635.0;;;;;;;;;;;;;;;;;;;;;;;;
37071;Chezelles;55;133.0;18752.7;;;;;;;;;;;;;;;;;;;;;;;;
37072;Chinon;3901;7865.0;18978.5;59;16;25;20;21;15;8;9;7;27;100.0;64.6;57.7;6.9;33.8;11.3;6.2;1.8;2.5;1.9;-15.9;3.4;10232.0;35251.3
37073;Chisseaux;284;619.5;20795.5;;;;;;;;;;;;;;;;;;;;;;;;
37074;Chouzé-sur-Loire;859;2067.0;17584.3;56;13;;14;9;20;7;14;11;23;100.0;64.0;56.3;7.7;34.6;9.6;5.0;2.9;1.2;0.9;-13.2;2.8;10810.5;29886.0
37075;Cigogné;130;355.0;22131.7;;;;;;;;;;;;;;;;;;;;;;;;
37076;Cinais;190;445.5;19537.2;;;;;;;;;;;;;;;;;;;;;;;;
37077;Cinq-Mars-la-Pile;1329;3437.0;19640.0;66;8;10;6;10;8;7;8;5;18;100.0;77.6;73.1;4.5;23.9;7.2;5.2;3.1;1.1;1.0;-13.9;2.5;12376.0;30999.3
37078;Ciran;168;410.5;18482.2;;;;;;;;;;;;;;;;;;;;;;;;
37079;Civray-de-Touraine;712;1886.0;20885.4;;;;;;;;;;;;;;;;;;;;;;;;
37080;Civray-sur-Esves;87;202.0;18738.0;;;;;;;;;;;;;;;;;;;;;;;;
37081;Cléré-les-Pins;557;1405.0;19261.5;;;;;;;;;;;;;;;;;;;;;;;;
37082;Continvoir;201;445.0;17996.8;;;;;;;;;;;;;;;;;;;;;;;;
37083;Cormery;698;1670.0;20262.7;;;;;;;;;;;;;;;;;;;;;;;;
37084;Couesmes;230;565.0;17448.3;;;;;;;;;;;;;;;;;;;;;;;;
37085;Courçay;331;847.0;21962.0;;;;;;;;;;;;;;;;;;;;;;;;
37086;Courcelles-de-Touraine;178;501.5;19156.3;;;;;;;;;;;;;;;;;;;;;;;;
37087;Courcoué;105;267.0;16916.0;;;;;;;;;;;;;;;;;;;;;;;;
37088;Couziers;49;115.0;19589.0;;;;;;;;;;;;;;;;;;;;;;;;
37089;Cravant-les-Côteaux;325;735.0;20076.7;;;;;;;;;;;;;;;;;;;;;;;;
37090;Crissay-sur-Manse;51;100.0;19713.3;;;;;;;;;;;;;;;;;;;;;;;;
37091;La Croix-en-Touraine;933;2248.5;21417.8;71;6;;3;6;8;4;6;3;16;100.0;68.2;63.0;5.2;33.5;10.7;3.0;2.0;0.5;0.5;-15.4;2.6;13394.6;35262.7
37092;Crotelles;236;642.5;21336.4;;;;;;;;;;;;;;;;;;;;;;;;
37093;Crouzilles;258;579.5;18169.0;;;;;;;;;;;;;;;;;;;;;;;;
37094;Cussay;242;585.0;18876.7;;;;;;;;;;;;;;;;;;;;;;;;
37095;Dame-Marie-les-Bois;129;350.5;20189.1;;;;;;;;;;;;;;;;;;;;;;;;
37096;Dierre;222;553.5;21148.7;;;;;;;;;;;;;;;;;;;;;;;;
37097;Dolus-le-Sec;247;674.5;19119.2;;;;;;;;;;;;;;;;;;;;;;;;
37098;Draché;281;730.5;18755.2;;;;;;;;;;;;;;;;;;;;;;;;
37099;Druye;345;922.0;21908.8;;;;;;;;;;;;;;;;;;;;;;;;
37100;Épeigné-les-Bois;181;422.0;18978.7;;;;;;;;;;;;;;;;;;;;;;;;
37101;Épeigné-sur-Dême;74;173.5;17332.0;;;;;;;;;;;;;;;;;;;;;;;;
37102;Les Essards;69;165.5;19972.0;;;;;;;;;;;;;;;;;;;;;;;;
37103;Esves-le-Moutier;64;145.0;18413.9;;;;;;;;;;;;;;;;;;;;;;;;
37104;Esvres;2065;5304.0;22070.5;70;7;9;6;9;5;4;10;4;18;100.0;76.1;70.7;5.4;25.0;11.6;3.5;2.3;0.5;0.7;-16.2;2.8;13081.0;37073.3
37105;Faye-la-Vineuse;127;277.5;16248.0;;;;;;;;;;;;;;;;;;;;;;;;
37106;La Ferrière;116;298.0;19429.0;;;;;;;;;;;;;;;;;;;;;;;;
37107;Ferrière-Larçon;125;258.0;17254.8;;;;;;;;;;;;;;;;;;;;;;;;
37108;Ferrière-sur-Beaulieu;291;724.0;19508.7;;;;;;;;;;;;;;;;;;;;;;;;
37109;Fondettes;3989;10338.0;24630.0;77;4;10;5;4;3;2;4;2;10;100.0;73.8;66.4;7.4;27.3;16.8;2.5;1.6;0.4;0.5;-20.4;2.9;15002.5;43779.3
37110;Francueil;543;1366.0;20463.7;;;;;;;;;;;;;;;;;;;;;;;;
37111;Genillé;722;1623.5;18188.4;;;;;;;;;;;;;;;;;;;;;;;;
37112;Gizeux;183;380.0;18174.0;;;;;;;;;;;;;;;;;;;;;;;;
37113;Le Grand-Pressigny;430;895.5;17042.0;;;;;;;;;;;;;;;;;;;;;;;;
37114;La Guerche;92;182.5;16805.2;;;;;;;;;;;;;;;;;;;;;;;;
37115;Descartes;1804;3708.5;17351.1;53;19;26;32;25;20;8;12;11;35;100.0;53.6;47.1;6.5;40.9;11.9;6.4;2.2;2.3;1.8;-12.8;3.1;9301.5;28904.4
37116;Les Hermites;232;513.0;19298.1;;;;;;;;;;;;;;;;;;;;;;;;
37117;Hommes;352;885.5;17206.2;;;;;;;;;;;;;;;;;;;;;;;;
37118;Huismes;635;1594.5;20303.3;;;;;;;;;;;;;;;;;;;;;;;;
37119;L'Île-Bouchard;793;1643.0;17256.0;;;;;;;;;;;;;;;;;;;;;;;;
37120;Ingrandes-de-Touraine;234;549.0;18027.1;;;;;;;;;;;;;;;;;;;;;;;;
37121;Jaulnay;104;257.0;16935.0;;;;;;;;;;;;;;;;;;;;;;;;
37122;Joué-lès-Tours;15841;35592.0;18873.0;64;16;25;20;21;13;10;7;5;30;100.0;66.7;63.8;2.9;32.7;9.6;6.3;2.7;1.8;1.9;-15.3;3.2;10250.0;32580.0
37123;Langeais;1874;4244.0;18795.0;58;10;14;8;12;14;7;8;5;20;100.0;70.2;66.7;3.5;28.9;8.8;5.3;2.4;1.5;1.4;-13.2;2.6;11756.1;30424.0
37124;Larçay;968;2493.0;23530.0;81;5;;3;5;4;4;;3;11;100.0;76.2;72.3;3.9;27.7;12.3;2.1;1.5;0.3;0.4;-18.3;2.7;14703.2;40426.7
37125;Lémeré;186;464.0;18157.3;;;;;;;;;;;;;;;;;;;;;;;;
37126;Lerné;152;319.5;18121.3;;;;;;;;;;;;;;;;;;;;;;;;
37127;Le Liège;129;296.0;18437.7;;;;;;;;;;;;;;;;;;;;;;;;
37128;Lignières-de-Touraine;526;1307.5;18192.7;;;;;;;;;;;;;;;;;;;;;;;;
37129;Ligré;467;1115.0;20380.7;;;;;;;;;;;;;;;;;;;;;;;;
37130;Ligueil;893;1979.5;17410.7;;;;;;;;;;;;;;;;;;;;;;;;
37131;Limeray;526;1287.0;19696.1;;;;;;;;;;;;;;;;;;;;;;;;
37132;Loches;3129;6105.0;18048.0;54;14;33;17;19;12;7;8;6;24;100.0;57.3;50.0;7.3;36.9;14.3;6.6;1.9;2.7;2.0;-15.1;3.2;10658.0;33892.5
37133;Loché-sur-Indrois;228;500.0;16886.9;;;;;;;;;;;;;;;;;;;;;;;;
37134;Louans;253;646.5;20170.4;;;;;;;;;;;;;;;;;;;;;;;;
37135;Louestault;117;300.0;19213.1;;;;;;;;;;;;;;;;;;;;;;;;
37136;Le Louroux;191;491.5;20076.7;;;;;;;;;;;;;;;;;;;;;;;;
37137;Lublé;68;152.5;17911.1;;;;;;;;;;;;;;;;;;;;;;;;
37138;Lussault-sur-Loire;307;747.0;23752.4;;;;;;;;;;;;;;;;;;;;;;;;
37139;Luynes;2005;5091.0;21567.0;71;6;7;8;7;5;3;4;3;13;100.0;76.4;70.8;5.6;26.0;11.0;3.6;2.3;0.6;0.7;-17.0;2.8;13436.0;37283.8
37140;Luzé;120;285.0;16831.0;;;;;;;;;;;;;;;;;;;;;;;;
37141;Luzillé;384;938.0;19554.4;;;;;;;;;;;;;;;;;;;;;;;;
37142;Maillé;266;616.5;18176.1;;;;;;;;;;;;;;;;;;;;;;;;
37143;Manthelan;569;1397.0;19061.0;;;;;;;;;;;;;;;;;;;;;;;;
37144;Marçay;196;503.5;20964.7;;;;;;;;;;;;;;;;;;;;;;;;
37145;Marcé-sur-Esves;102;250.0;19584.6;;;;;;;;;;;;;;;;;;;;;;;;
37146;Marcilly-sur-Maulne;99;225.0;16386.3;;;;;;;;;;;;;;;;;;;;;;;;
37147;Marcilly-sur-Vienne;236;550.5;18780.5;;;;;;;;;;;;;;;;;;;;;;;;
37148;Marigny-Marmande;278;594.5;17077.6;;;;;;;;;;;;;;;;;;;;;;;;
37149;Marray;170;454.5;19503.3;;;;;;;;;;;;;;;;;;;;;;;;
37150;Mazières-de-Touraine;511;1327.0;19900.5;;;;;;;;;;;;;;;;;;;;;;;;
37151;La Membrolle-sur-Choisille;1092;2732.5;23869.4;78;5;;5;7;5;2;6;4;11;100.0;69.4;64.2;5.2;32.2;14.5;2.7;1.7;0.5;0.5;-18.8;2.9;14644.7;42484.0
37152;Mettray;833;2129.5;23796.4;75;6;;5;6;5;4;;3;14;100.0;75.0;67.9;7.1;25.7;14.9;2.9;1.8;0.5;0.7;-18.5;2.9;14192.0;40647.3
37153;Monnaie;1570;4210.0;21292.9;72;6;10;5;6;6;2;12;4;13;100.0;83.9;77.9;6.0;18.0;10.7;3.7;2.6;0.5;0.6;-16.3;2.5;13677.6;34288.9
37154;Montbazon;1631;4055.0;22231.8;73;6;14;3;7;7;4;8;3;16;100.0;74.4;69.9;4.5;27.9;10.9;3.6;2.1;0.7;0.8;-16.8;2.8;13609.2;37925.3
37155;Monthodon;256;611.0;19608.2;;;;;;;;;;;;;;;;;;;;;;;;
37156;Montlouis-sur-Loire;4258;10590.5;21386.0;71;7;17;6;8;7;4;5;4;15;100.0;73.9;69.6;4.3;28.4;10.1;3.9;2.2;0.8;0.9;-16.3;2.8;12786.3;35497.8
37157;Montrésor;171;336.0;17115.0;;;;;;;;;;;;;;;;;;;;;;;;
37158;Montreuil-en-Touraine;297;787.0;20752.5;;;;;;;;;;;;;;;;;;;;;;;;
37159;Monts;2929;7625.0;21468.6;74;5;8;5;8;4;3;7;3;17;100.0;76.5;73.7;2.8;26.3;8.6;3.6;2.3;0.6;0.7;-15.0;2.5;13823.9;34067.3
37160;Morand;133;349.5;20838.7;;;;;;;;;;;;;;;;;;;;;;;;
37161;Mosnes;336;771.5;19983.3;;;;;;;;;;;;;;;;;;;;;;;;
37162;Mouzay;182;499.0;19510.0;;;;;;;;;;;;;;;;;;;;;;;;
37163;Nazelles-Négron;1611;3663.5;20012.8;67;8;19;11;9;8;4;5;5;18;100.0;63.1;60.2;2.9;36.0;11.8;3.3;1.8;0.6;0.8;-14.2;2.7;12518.7;33413.0
37165;Neuil;175;444.0;19278.6;;;;;;;;;;;;;;;;;;;;;;;;
37166;Neuillé-le-Lierre;302;807.0;19660.0;;;;;;;;;;;;;;;;;;;;;;;;
37167;Neuillé-Pont-Pierre;789;1929.0;18865.7;;;;;;;;;;;;;;;;;;;;;;;;
37168;Neuilly-le-Brignon;127;304.0;17833.3;;;;;;;;;;;;;;;;;;;;;;;;
37169;Neuville-sur-Brenne;337;915.5;21102.0;;;;;;;;;;;;;;;;;;;;;;;;
37170;Neuvy-le-Roi;459;1139.0;18948.8;;;;;;;;;;;;;;;;;;;;;;;;
37171;Noizay;492;1194.5;21192.0;;;;;;;;;;;;;;;;;;;;;;;;
37172;Notre-Dame-d'Oé;1503;3984.0;22623.7;79;4;;5;4;4;2;3;2;11;100.0;76.8;73.4;3.4;26.7;10.5;2.8;1.9;0.4;0.5;-16.8;2.5;14269.7;36118.9
37173;Nouans-les-Fontaines;359;786.5;18804.0;;;;;;;;;;;;;;;;;;;;;;;;
37174;Nouâtre;375;834.0;17915.0;;;;;;;;;;;;;;;;;;;;;;;;
37175;Nouzilly;494;1327.5;21777.6;;;;;;;;;;;;;;;;;;;;;;;;
37176;Noyant-de-Touraine;426;1122.0;19000.0;;;;;;;;;;;;;;;;;;;;;;;;
37177;Orbigny;325;741.5;17205.0;;;;;;;;;;;;;;;;;;;;;;;;
37178;Panzoult;269;572.0;19504.8;;;;;;;;;;;;;;;;;;;;;;;;
37179;Parçay-Meslay;929;2433.5;21982.8;77;4;;3;5;4;4;;3;10;100.0;76.9;72.7;4.2;25.8;10.3;2.8;1.9;0.4;0.5;-15.8;2.6;14105.8;36497.3
37180;Parçay-sur-Vienne;273;656.5;18511.5;;;;;;;;;;;;;;;;;;;;;;;;
37181;Paulmy;102;232.5;19555.0;;;;;;;;;;;;;;;;;;;;;;;;
37182;Pernay;434;1212.0;20730.0;;;;;;;;;;;;;;;;;;;;;;;;
37183;Perrusson;640;1439.5;18791.3;;;;;;;;;;;;;;;;;;;;;;;;
37184;Le Petit-Pressigny;154;314.0;17066.0;;;;;;;;;;;;;;;;;;;;;;;;
37185;Pocé-sur-Cisse;692;1593.0;20851.3;;;;;;;;;;;;;;;;;;;;;;;;
37186;Pont-de-Ruan;358;977.5;20586.7;;;;;;;;;;;;;;;;;;;;;;;;
37187;Ports;160;359.0;16879.5;;;;;;;;;;;;;;;;;;;;;;;;
37188;Pouzay;351;851.5;18105.6;;;;;;;;;;;;;;;;;;;;;;;;
37189;Preuilly-sur-Claise;478;925.5;17047.3;;;;;;;;;;;;;;;;;;;;;;;;
37190;Pussigny;81;171.5;19010.0;;;;;;;;;;;;;;;;;;;;;;;;
37191;Razines;93;226.5;17002.5;;;;;;;;;;;;;;;;;;;;;;;;
37192;Reignac-sur-Indre;494;1211.0;20682.2;;;;;;;;;;;;;;;;;;;;;;;;
37193;Restigné;530;1279.5;19881.0;;;;;;;;;;;;;;;;;;;;;;;;
37194;Reugny;627;1610.5;21061.3;;;;;;;;;;;;;;;;;;;;;;;;
37195;La Riche;4728;9577.5;18546.7;62;16;22;19;18;15;10;10;5;24;100.0;75.8;72.3;3.5;24.0;8.4;6.9;2.4;2.1;2.4;-15.1;3.2;10017.3;31832.0
37196;Richelieu;871;1672.5;16592.0;;;;;;;;;;;;;;;;;;;;;;;;
37197;Rigny-Ussé;211;444.0;18231.7;;;;;;;;;;;;;;;;;;;;;;;;
37198;Rillé;135;300.5;18097.7;;;;;;;;;;;;;;;;;;;;;;;;
37199;Rilly-sur-Vienne;204;475.5;18199.6;;;;;;;;;;;;;;;;;;;;;;;;
37200;Rivarennes;394;1018.5;17166.2;;;;;;;;;;;;;;;;;;;;;;;;
37201;Rivière;307;750.5;20263.2;;;;;;;;;;;;;;;;;;;;;;;;
37202;La Roche-Clermault;212;534.0;20085.5;;;;;;;;;;;;;;;;;;;;;;;;
37203;Rochecorbon;1301;3163.5;24073.0;73;7;;4;8;8;4;5;4;18;100.0;73.4;64.4;9.0;27.5;15.5;2.6;1.6;0.5;0.6;-19.0;3.6;12940.0;46682.8
37204;Rouziers-de-Touraine;462;1277.0;21571.0;;;;;;;;;;;;;;;;;;;;;;;;
37205;Saché;529;1353.0;20531.3;;;;;;;;;;;;;;;;;;;;;;;;
37206;Saint-Antoine-du-Rocher;617;1675.0;23204.9;;;;;;;;;;;;;;;;;;;;;;;;
37207;Saint-Aubin-le-Dépeint;140;317.0;17633.0;;;;;;;;;;;;;;;;;;;;;;;;
37208;Saint-Avertin;6340;15078.0;24758.0;76;6;13;8;7;5;4;4;2;17;100.0;72.5;65.9;6.6;30.4;14.1;2.6;1.4;0.5;0.7;-19.6;3.3;13795.0;44838.9
37209;Saint-Bauld;76;199.0;20759.4;;;;;;;;;;;;;;;;;;;;;;;;
