CODGEO;LIBGEO;NBMENFISC12;NBPERSMENFISC12;MED12;PIMP12;TP6012;TP60AGE112;TP60AGE212;TP60AGE312;TP60AGE412;TP60AGE512;TP60AGE612;TP60TOL112;TP60TOL212;PR12;PRA12;PTSAC12;PBEN12;PPEN12;PPAT12;PPSOC12;PPFAM12;PPMINI12;PPLOGT12;PIMPOT12;RD12;D112;D912
26027;Barsac;61;150.0;15238.3;;;;;;;;;;;;;;;;;;;;;;;;
26028;Bathernay;91;248.5;18899.3;;;;;;;;;;;;;;;;;;;;;;;;
26030;La Bâtie-des-Fonds;;;;;;;;;;;;;;;;;;;;;;;;;;;
26031;La Bâtie-Rolland;372;914.5;19143.0;;;;;;;;;;;;;;;;;;;;;;;;
26032;La Baume-Cornillane;176;461.5;23199.0;;;;;;;;;;;;;;;;;;;;;;;;
26033;La Baume-de-Transit;320;788.0;19543.8;;;;;;;;;;;;;;;;;;;;;;;;
26034;La Baume-d'Hostun;208;575.5;20107.6;;;;;;;;;;;;;;;;;;;;;;;;
26035;Beaufort-sur-Gervanne;205;478.0;17527.8;;;;;;;;;;;;;;;;;;;;;;;;
26036;Beaumont-en-Diois;;;;;;;;;;;;;;;;;;;;;;;;;;;
26037;Beaumont-lès-Valence;1534;3897.5;22462.4;72;7;;7;8;6;5;7;5;15;100.0;72.7;66.3;6.4;27.4;13.2;3.1;2.0;0.4;0.6;-16.4;3.0;12938.8;38996.0
26038;Beaumont-Monteux;449;1207.5;21098.1;;;;;;;;;;;;;;;;;;;;;;;;
26039;Beauregard-Baret;306;814.5;20627.5;;;;;;;;;;;;;;;;;;;;;;;;
26040;Beaurières;;;;;;;;;;;;;;;;;;;;;;;;;;;
26041;Beausemblant;531;1408.0;20345.0;;;;;;;;;;;;;;;;;;;;;;;;
26042;Beauvallon;619;1551.0;21635.0;;;;;;;;;;;;;;;;;;;;;;;;
26043;Beauvoisin;65;145.5;15236.0;;;;;;;;;;;;;;;;;;;;;;;;
26045;La Bégude-de-Mazenc;671;1607.5;19763.6;;;;;;;;;;;;;;;;;;;;;;;;
26046;Bellecombe-Tarendol;;;;;;;;;;;;;;;;;;;;;;;;;;;
26047;Bellegarde-en-Diois;;;;;;;;;;;;;;;;;;;;;;;;;;;
26048;Bénivay-Ollon;;;;;;;;;;;;;;;;;;;;;;;;;;;
26049;Bésayes;414;1076.0;20965.3;;;;;;;;;;;;;;;;;;;;;;;;
26050;Bésignan;;;;;;;;;;;;;;;;;;;;;;;;;;;
26051;Bézaudun-sur-Bîne;;;;;;;;;;;;;;;;;;;;;;;;;;;
26052;Bonlieu-sur-Roubion;162;421.0;18888.0;;;;;;;;;;;;;;;;;;;;;;;;
26054;Bouchet;524;1365.5;19105.7;;;;;;;;;;;;;;;;;;;;;;;;
26055;Boulc;49;101.0;13298.0;;;;;;;;;;;;;;;;;;;;;;;;
26056;Bourdeaux;290;582.0;16078.0;;;;;;;;;;;;;;;;;;;;;;;;
26057;Bourg-de-Péage;4629;10123.5;17854.5;57;16;18;18;17;16;12;11;7;26;100.0;67.9;63.8;4.1;28.3;10.8;6.6;2.7;1.8;2.0;-13.6;2.9;10526.5;30300.6
26058;Bourg-lès-Valence;8418;19295.0;19145.2;63;13;24;17;14;11;8;8;6;25;100.0;68.6;64.5;4.1;29.1;11.5;5.8;2.5;1.5;1.8;-15.0;3.0;11007.0;33475.3
26059;Bouvante;100;228.5;18418.6;;;;;;;;;;;;;;;;;;;;;;;;
26060;Bouvières;67;142.5;15819.3;;;;;;;;;;;;;;;;;;;;;;;;
26061;Bren;232;551.5;18892.0;;;;;;;;;;;;;;;;;;;;;;;;
26062;Brette;;;;;;;;;;;;;;;;;;;;;;;;;;;
26063;Buis-les-Baronnies;1058;2144.5;17464.3;55;22;;19;37;26;15;12;15;36;100.0;49.3;42.6;6.7;43.7;16.2;5.2;1.7;1.8;1.7;-14.4;3.6;9026.0;32300.0
26064;Chabeuil;2732;7056.0;21320.7;69;9;15;8;12;7;4;7;5;19;100.0;72.6;66.5;6.1;24.9;14.6;3.7;2.2;0.6;0.9;-15.8;3.0;12538.1;37156.2
26065;Chabrillan;284;723.5;21214.7;;;;;;;;;;;;;;;;;;;;;;;;
26066;Le Chaffal;;;;;;;;;;;;;;;;;;;;;;;;;;;
26067;Chalancon;;;;;;;;;;;;;;;;;;;;;;;;;;;
26068;Le Chalon;77;217.0;20622.0;;;;;;;;;;;;;;;;;;;;;;;;
26069;Chamaloc;54;133.5;17152.9;;;;;;;;;;;;;;;;;;;;;;;;
26070;Chamaret;234;553.5;18525.5;;;;;;;;;;;;;;;;;;;;;;;;
26071;Chanos-Curson;430;1125.5;20716.0;;;;;;;;;;;;;;;;;;;;;;;;
26072;Chantemerle-les-Blés;437;1206.0;20116.3;;;;;;;;;;;;;;;;;;;;;;;;
26073;Chantemerle-lès-Grignan;94;227.5;22063.9;;;;;;;;;;;;;;;;;;;;;;;;
26074;La Chapelle-en-Vercors;315;689.0;18690.5;;;;;;;;;;;;;;;;;;;;;;;;
26075;La Charce;;;;;;;;;;;;;;;;;;;;;;;;;;;
26076;Charens;;;;;;;;;;;;;;;;;;;;;;;;;;;
26077;Charmes-sur-l'Herbasse;330;907.5;20154.0;;;;;;;;;;;;;;;;;;;;;;;;
26078;Charols;303;809.0;18555.9;;;;;;;;;;;;;;;;;;;;;;;;
26079;Charpey;472;1245.5;19941.9;;;;;;;;;;;;;;;;;;;;;;;;
26080;Chastel-Arnaud;;;;;;;;;;;;;;;;;;;;;;;;;;;
26081;Châteaudouble;215;585.5;21881.3;;;;;;;;;;;;;;;;;;;;;;;;
26082;Châteauneuf-de-Bordette;;;;;;;;;;;;;;;;;;;;;;;;;;;
26083;Châteauneuf-de-Galaure;603;1434.0;18121.5;;;;;;;;;;;;;;;;;;;;;;;;
26084;Châteauneuf-sur-Isère;1458;3976.5;20226.7;65;8;4;5;9;8;9;11;6;13;100.0;77.3;68.9;8.4;20.6;13.0;4.1;2.6;0.7;0.8;-15.0;2.7;12689.3;34337.0
26085;Châteauneuf-du-Rhône;1046;2681.0;19983.3;66;10;7;14;10;12;6;10;7;18;100.0;76.0;69.6;6.4;23.0;11.9;4.4;2.9;0.6;0.8;-15.3;2.9;11864.5;33929.5
26086;Châtillon-en-Diois;283;539.0;17119.6;;;;;;;;;;;;;;;;;;;;;;;;
26087;Châtillon-Saint-Jean;492;1338.5;19651.9;;;;;;;;;;;;;;;;;;;;;;;;
26088;Chatuzange-le-Goubet;1972;5245.0;21024.8;72;6;3;6;8;4;7;7;5;12;100.0;77.1;71.1;6.0;23.3;11.5;3.5;2.3;0.5;0.7;-15.4;2.6;13262.0;35128.7
26089;Chaudebonne;;;;;;;;;;;;;;;;;;;;;;;;;;;
26090;La Chaudière;;;;;;;;;;;;;;;;;;;;;;;;;;;
26091;Chauvac-Laux-Montaux;;;;;;;;;;;;;;;;;;;;;;;;;;;
26092;Chavannes;232;632.0;20193.6;;;;;;;;;;;;;;;;;;;;;;;;
26093;Clansayes;198;528.5;23557.3;;;;;;;;;;;;;;;;;;;;;;;;
26094;Claveyson;335;842.0;18986.5;;;;;;;;;;;;;;;;;;;;;;;;
26095;Cléon-d'Andran;381;896.5;18823.3;;;;;;;;;;;;;;;;;;;;;;;;
26096;Clérieux;788;2051.0;18843.3;61;13;;19;16;10;3;;8;29;100.0;74.6;67.8;6.8;23.2;11.8;5.1;2.9;0.9;1.3;-14.7;3.0;10834.2;32065.3
26097;Cliousclat;257;654.0;21233.3;;;;;;;;;;;;;;;;;;;;;;;;
26098;Cobonne;63;161.5;18508.7;;;;;;;;;;;;;;;;;;;;;;;;
26099;Colonzelle;204;512.0;19777.0;;;;;;;;;;;;;;;;;;;;;;;;
26100;Combovin;170;402.5;20725.7;;;;;;;;;;;;;;;;;;;;;;;;
26101;Comps;63;155.0;19238.6;;;;;;;;;;;;;;;;;;;;;;;;
26102;Condillac;61;159.0;21159.5;;;;;;;;;;;;;;;;;;;;;;;;
26103;Condorcet;186;421.0;16267.0;;;;;;;;;;;;;;;;;;;;;;;;
26104;Cornillac;;;;;;;;;;;;;;;;;;;;;;;;;;;
26105;Cornillon-sur-l'Oule;;;;;;;;;;;;;;;;;;;;;;;;;;;
26106;La Coucourde;371;999.0;18814.0;;;;;;;;;;;;;;;;;;;;;;;;
26107;Crépol;230;568.0;17779.5;;;;;;;;;;;;;;;;;;;;;;;;
26108;Crest;3792;7958.5;17124.7;50;19;31;22;27;20;12;8;9;32;100.0;59.7;52.1;7.6;33.4;13.8;7.1;2.5;2.2;2.3;-14.0;3.3;9589.3;31982.1
26110;Crozes-Hermitage;216;595.0;23088.3;;;;;;;;;;;;;;;;;;;;;;;;
26111;Crupies;;;;;;;;;;;;;;;;;;;;;;;;;;;
26112;Curnier;82;183.0;16598.0;;;;;;;;;;;;;;;;;;;;;;;;
26113;Die;2235;4561.0;17886.7;54;17;33;28;18;19;10;9;8;31;100.0;57.0;47.1;9.9;35.3;15.8;6.3;2.0;2.2;2.0;-14.4;3.3;10083.1;32890.0
26114;Dieulefit;1511;3064.5;18393.5;55;16;;26;23;17;10;8;9;30;100.0;50.2;44.9;5.3;44.3;15.1;4.8;1.6;1.6;1.6;-14.4;3.6;9797.5;35327.5
26115;Divajeu;246;639.0;19184.4;;;;;;;;;;;;;;;;;;;;;;;;
26116;Donzère;2040;5172.0;17836.8;58;16;25;18;18;13;15;8;9;32;100.0;73.4;69.8;3.6;24.7;8.6;6.7;3.6;1.3;1.7;-13.4;3.0;10236.4;30731.1
26117;Échevis;;;;;;;;;;;;;;;;;;;;;;;;;;;
26118;Épinouze;575;1525.5;19410.9;;;;;;;;;;;;;;;;;;;;;;;;
26119;Érôme;339;864.5;19098.4;;;;;;;;;;;;;;;;;;;;;;;;
26121;Espeluche;416;1077.5;20944.0;;;;;;;;;;;;;;;;;;;;;;;;
26122;Espenel;67;152.5;17035.5;;;;;;;;;;;;;;;;;;;;;;;;
26123;Establet;;;;;;;;;;;;;;;;;;;;;;;;;;;
26124;Étoile-sur-Rhône;1978;5251.0;21001.4;68;8;11;10;7;8;5;9;5;18;100.0;75.4;68.2;7.2;22.8;14.1;4.3;2.6;0.7;1.0;-16.6;3.0;12366.2;37511.2
26125;Eurre;494;1290.0;20607.2;;;;;;;;;;;;;;;;;;;;;;;;
26126;Eygalayes;;;;;;;;;;;;;;;;;;;;;;;;;;;
26127;Eygaliers;;;;;;;;;;;;;;;;;;;;;;;;;;;
26128;Eygluy-Escoulin;;;;;;;;;;;;;;;;;;;;;;;;;;;
26129;Eymeux;374;1036.0;19898.6;;;;;;;;;;;;;;;;;;;;;;;;
26130;Eyroles;;;;;;;;;;;;;;;;;;;;;;;;;;;
26131;Eyzahut;76;152.5;20687.3;;;;;;;;;;;;;;;;;;;;;;;;
26133;Fay-le-Clos;76;173.5;19217.3;;;;;;;;;;;;;;;;;;;;;;;;
26134;Félines-sur-Rimandoule;;;;;;;;;;;;;;;;;;;;;;;;;;;
26135;Ferrassières;49;104.5;15394.7;;;;;;;;;;;;;;;;;;;;;;;;
26136;Val-Maravel;;;;;;;;;;;;;;;;;;;;;;;;;;;
26137;Francillon-sur-Roubion;78;176.0;17400.0;;;;;;;;;;;;;;;;;;;;;;;;
26138;La Garde-Adhémar;454;1111.5;22128.3;;;;;;;;;;;;;;;;;;;;;;;;
26139;Génissieux;789;2053.5;23694.0;74;7;;7;10;9;3;;5;20;100.0;68.8;57.9;10.9;29.1;18.2;2.6;1.7;0.4;0.5;-18.7;3.3;13580.7;44323.3
26140;Geyssans;245;656.5;20632.8;;;;;;;;;;;;;;;;;;;;;;;;
26141;Gigors-et-Lozeron;79;166.5;15702.9;;;;;;;;;;;;;;;;;;;;;;;;
26142;Glandage;44;101.0;8802.5;;;;;;;;;;;;;;;;;;;;;;;;
26143;Le Grand-Serre;380;878.5;16522.9;;;;;;;;;;;;;;;;;;;;;;;;
26144;Grane;744;1824.5;19992.0;;;;;;;;;;;;;;;;;;;;;;;;
26145;Les Granges-Gontardes;250;593.0;22830.5;;;;;;;;;;;;;;;;;;;;;;;;
26146;Grignan;715;1531.5;19910.7;;;;;;;;;;;;;;;;;;;;;;;;
26147;Gumiane;;;;;;;;;;;;;;;;;;;;;;;;;;;
26148;Hauterives;719;1767.0;19287.8;;;;;;;;;;;;;;;;;;;;;;;;
26149;Hostun;370;954.0;20387.1;;;;;;;;;;;;;;;;;;;;;;;;
26150;Izon-la-Bruisse;;;;;;;;;;;;;;;;;;;;;;;;;;;
26152;Jonchères;;;;;;;;;;;;;;;;;;;;;;;;;;;
26153;Laborel;;;;;;;;;;;;;;;;;;;;;;;;;;;
26154;Lachau;88;166.0;14867.5;;;;;;;;;;;;;;;;;;;;;;;;
26155;Lapeyrouse-Mornay;447;1196.5;18608.0;;;;;;;;;;;;;;;;;;;;;;;;
26156;Larnage;385;1043.5;21110.4;;;;;;;;;;;;;;;;;;;;;;;;
26157;La Laupie;266;731.0;21113.6;;;;;;;;;;;;;;;;;;;;;;;;
26159;Laval-d'Aix;56;125.0;20138.5;;;;;;;;;;;;;;;;;;;;;;;;
26160;Laveyron;444;1131.5;17683.9;;;;;;;;;;;;;;;;;;;;;;;;
26161;Lemps;;;;;;;;;;;;;;;;;;;;;;;;;;;
26162;Lens-Lestang;367;863.0;18406.0;;;;;;;;;;;;;;;;;;;;;;;;
26163;Léoncel;;;;;;;;;;;;;;;;;;;;;;;;;;;
26164;Lesches-en-Diois;;;;;;;;;;;;;;;;;;;;;;;;;;;
26165;Livron-sur-Drôme;3678;9092.0;19153.3;61;11;17;12;11;12;9;6;7;22;100.0;71.0;65.5;5.5;26.7;11.4;5.3;2.8;1.2;1.3;-14.4;2.7;11618.7;31307.8
26166;Loriol-sur-Drôme;2454;6240.0;17999.0;54;16;20;15;21;14;11;12;8;33;100.0;69.1;64.8;4.3;26.4;11.8;6.2;3.2;1.4;1.6;-13.5;3.0;10329.8;31414.7
26167;Luc-en-Diois;253;467.0;17291.3;;;;;;;;;;;;;;;;;;;;;;;;
26168;Lus-la-Croix-Haute;235;523.0;15536.7;;;;;;;;;;;;;;;;;;;;;;;;
26169;Malataverne;735;2008.0;21488.6;73;7;;9;12;2;4;;7;9;100.0;80.6;75.5;5.1;20.2;12.2;3.4;2.4;0.4;0.6;-16.4;3.1;12563.3;39503.3
26170;Malissard;1274;3413.5;23126.0;76;5;;4;5;5;5;6;4;15;100.0;69.9;65.8;4.1;30.6;13.3;2.7;1.7;0.4;0.5;-16.5;2.7;14270.4;38719.0
26171;Manas;85;194.0;19521.3;;;;;;;;;;;;;;;;;;;;;;;;
26172;Manthes;265;644.5;18791.7;;;;;;;;;;;;;;;;;;;;;;;;
26173;Marches;293;788.5;19787.3;;;;;;;;;;;;;;;;;;;;;;;;
26174;Margès;383;1050.0;18761.7;;;;;;;;;;;;;;;;;;;;;;;;
26175;Marignac-en-Diois;83;181.0;16979.0;;;;;;;;;;;;;;;;;;;;;;;;
26176;Marsanne;507;1284.5;20515.5;;;;;;;;;;;;;;;;;;;;;;;;
26177;Marsaz;261;744.0;20473.3;;;;;;;;;;;;;;;;;;;;;;;;
26178;Menglon;210;487.5;17181.0;;;;;;;;;;;;;;;;;;;;;;;;
26179;Mercurol;783;2089.5;21666.7;72;7;;4;10;10;4;;6;17;100.0;72.1;62.4;9.7;22.6;19.2;3.4;2.3;0.5;0.6;-17.3;3.1;13319.4;41370.0
26180;Mérindol-les-Oliviers;98;210.5;17540.0;;;;;;;;;;;;;;;;;;;;;;;;
26181;Mévouillon;108;240.0;13436.9;;;;;;;;;;;;;;;;;;;;;;;;
26182;Mirabel-aux-Baronnies;659;1493.5;18373.9;;;;;;;;;;;;;;;;;;;;;;;;
26183;Mirabel-et-Blacons;411;989.0;19642.7;;;;;;;;;;;;;;;;;;;;;;;;
26184;Miribel;104;249.0;17930.0;;;;;;;;;;;;;;;;;;;;;;;;
26185;Mirmande;233;577.0;21818.9;;;;;;;;;;;;;;;;;;;;;;;;
26186;Miscon;;;;;;;;;;;;;;;;;;;;;;;;;;;
26187;Molières-Glandaz;49;106.0;20429.5;;;;;;;;;;;;;;;;;;;;;;;;
26188;Mollans-sur-Ouvèze;492;1017.0;17281.4;;;;;;;;;;;;;;;;;;;;;;;;
26189;Montauban-sur-l'Ouvèze;;;;;;;;;;;;;;;;;;;;;;;;;;;
26190;Montaulieu;;;;;;;;;;;;;;;;;;;;;;;;;;;
26191;Montboucher-sur-Jabron;880;2246.0;21479.7;68;10;;14;10;9;6;;6;20;100.0;73.1;64.0;9.1;25.0;14.9;3.9;2.4;0.5;1.0;-16.9;3.4;11830.7;39752.7
26192;Montbrison-sur-Lez;126;294.0;19252.0;;;;;;;;;;;;;;;;;;;;;;;;
26193;Montbrun-les-Bains;226;448.0;16961.0;;;;;;;;;;;;;;;;;;;;;;;;
26194;Montchenu;228;564.0;17782.7;;;;;;;;;;;;;;;;;;;;;;;;
26195;Montclar-sur-Gervanne;88;189.0;17364.7;;;;;;;;;;;;;;;;;;;;;;;;
26196;Montéléger;571;1460.5;24216.5;;;;;;;;;;;;;;;;;;;;;;;;
26197;Montélier;1498;4031.0;23680.0;73;5;;9;4;4;2;8;3;13;100.0;74.1;68.1;6.0;24.0;16.1;3.3;2.1;0.5;0.6;-17.5;3.1;13730.0;42216.7
26198;Montélimar;16899;37377.5;18139.0;59;19;24;24;22;16;13;10;8;30;100.0;67.6;62.0;5.6;29.4;12.7;6.4;2.4;1.9;2.1;-16.1;3.6;9632.0;34637.9
26199;Montferrand-la-Fare;;;;;;;;;;;;;;;;;;;;;;;;;;;
26200;Montfroc;;;;;;;;;;;;;;;;;;;;;;;;;;;
26201;Montguers;;;;;;;;;;;;;;;;;;;;;;;;;;;
26202;Montjoux;146;344.0;17393.9;;;;;;;;;;;;;;;;;;;;;;;;
26203;Montjoyer;95;243.0;19865.0;;;;;;;;;;;;;;;;;;;;;;;;
26204;Montlaur-en-Diois;58;152.0;20416.2;;;;;;;;;;;;;;;;;;;;;;;;
26205;Montmaur-en-Diois;;;;;;;;;;;;;;;;;;;;;;;;;;;
26206;Montmeyran;1155;2962.0;21851.6;68;9;;9;10;8;5;7;6;19;100.0;71.4;64.4;7.0;26.7;15.0;3.4;2.1;0.6;0.8;-16.5;3.1;12502.4;38724.0
26207;Montmiral;235;633.5;17298.7;;;;;;;;;;;;;;;;;;;;;;;;
26208;Montoison;716;1906.0;20309.0;;;;;;;;;;;;;;;;;;;;;;;;
26209;Montréal-les-Sources;;;;;;;;;;;;;;;;;;;;;;;;;;;
26210;Montrigaud;194;464.0;17708.5;;;;;;;;;;;;;;;;;;;;;;;;
26211;Montségur-sur-Lauzon;519;1243.5;20564.0;;;;;;;;;;;;;;;;;;;;;;;;
26212;Montvendre;402;1112.0;21686.2;;;;;;;;;;;;;;;;;;;;;;;;
26213;Moras-en-Valloire;270;647.0;18916.0;;;;;;;;;;;;;;;;;;;;;;;;
26214;Mornans;;;;;;;;;;;;;;;;;;;;;;;;;;;
26215;La Motte-Chalancon;199;363.0;17050.0;;;;;;;;;;;;;;;;;;;;;;;;
26216;La Motte-de-Galaure;311;773.5;18588.8;;;;;;;;;;;;;;;;;;;;;;;;
26217;La Motte-Fanjas;76;181.0;19808.6;;;;;;;;;;;;;;;;;;;;;;;;
26218;Mours-Saint-Eusèbe;1122;2901.5;21533.0;72;9;;9;11;8;4;9;5;21;100.0;67.6;61.9;5.7;30.2;14.9;3.5;2.2;0.6;0.8;-16.2;3.1;12622.5;38950.5
26219;Mureils;146;415.0;18102.5;;;;;;;;;;;;;;;;;;;;;;;;
26220;Nyons;3327;6444.5;17705.7;55;20;29;36;25;26;15;8;10;30;100.0;43.8;39.0;4.8;46.6;19.3;5.8;1.6;2.1;2.1;-15.5;3.8;9050.7;34163.3
26221;Omblèze;;;;;;;;;;;;;;;;;;;;;;;;;;;
26222;Orcinas;;;;;;;;;;;;;;;;;;;;;;;;;;;
26223;Oriol-en-Royans;229;564.0;19417.6;;;;;;;;;;;;;;;;;;;;;;;;
26224;Ourches;89;227.0;20360.7;;;;;;;;;;;;;;;;;;;;;;;;
26225;Parnans;235;644.5;19980.0;;;;;;;;;;;;;;;;;;;;;;;;
26226;Le Pègue;168;364.5;19845.0;;;;;;;;;;;;;;;;;;;;;;;;
26227;Pelonne;;;;;;;;;;;;;;;;;;;;;;;;;;;
26228;Pennes-le-Sec;;;;;;;;;;;;;;;;;;;;;;;;;;;
26229;La Penne-sur-l'Ouvèze;;;;;;;;;;;;;;;;;;;;;;;;;;;
26231;Peyrins;965;2498.0;20509.0;67;9;;13;7;9;5;10;6;22;100.0;69.5;61.4;8.1;29.0;15.8;3.5;2.0;0.7;0.8;-17.8;3.2;12057.8;39150.0
26232;Peyrus;253;669.0;21387.5;;;;;;;;;;;;;;;;;;;;;;;;
26233;Piégon;114;276.0;16704.0;;;;;;;;;;;;;;;;;;;;;;;;
26234;Piégros-la-Clastre;344;858.5;18900.4;;;;;;;;;;;;;;;;;;;;;;;;
26235;Pierrelatte;5253;12432.0;17931.0;58;19;23;27;19;17;20;11;10;33;100.0;68.7;65.2;3.5;28.6;10.4;6.6;2.9;1.8;2.0;-14.3;3.3;9809.3;32204.7
26236;Pierrelongue;95;232.5;15262.0;;;;;;;;;;;;;;;;;;;;;;;;
26238;Les Pilles;111;234.5;14818.1;;;;;;;;;;;;;;;;;;;;;;;;
26239;Plaisians;83;193.0;15003.6;;;;;;;;;;;;;;;;;;;;;;;;
26240;Plan-de-Baix;62;128.0;16788.8;;;;;;;;;;;;;;;;;;;;;;;;
26241;Le Poët-Célard;50;107.0;16232.7;;;;;;;;;;;;;;;;;;;;;;;;
26242;Le Poët-en-Percip;;;;;;;;;;;;;;;;;;;;;;;;;;;
26243;Le Poët-Laval;382;901.0;19217.1;;;;;;;;;;;;;;;;;;;;;;;;
26244;Le Poët-Sigillat;44;114.0;15217.4;;;;;;;;;;;;;;;;;;;;;;;;
26245;Pommerol;;;;;;;;;;;;;;;;;;;;;;;;;;;
26246;Ponet-et-Saint-Auban;55;125.0;20553.3;;;;;;;;;;;;;;;;;;;;;;;;
26247;Ponsas;220;534.0;20493.5;;;;;;;;;;;;;;;;;;;;;;;;
26248;Pontaix;77;165.5;17093.3;;;;;;;;;;;;;;;;;;;;;;;;
26249;Pont-de-Barret;251;603.0;17972.2;;;;;;;;;;;;;;;;;;;;;;;;
26250;Pont-de-l'Isère;1268;3318.0;19331.5;64;9;12;11;8;7;10;8;5;21;100.0;72.9;69.4;3.5;24.8;10.3;5.4;3.4;0.9;1.2;-13.4;2.5;12101.0;30376.0
26251;Portes-en-Valdaine;171;383.0;20208.0;;;;;;;;;;;;;;;;;;;;;;;;
26252;Portes-lès-Valence;4146;9864.0;18239.6;60;13;16;16;17;13;8;6;6;26;100.0;68.6;65.5;3.1;28.7;9.8;6.3;3.0;1.3;2.0;-13.4;2.8;10763.8;29723.8
26253;Poyols;;;;;;;;;;;;;;;;;;;;;;;;;;;
26254;Pradelle;;;;;;;;;;;;;;;;;;;;;;;;;;;
26255;Les Prés;;;;;;;;;;;;;;;;;;;;;;;;;;;
26256;Propiac;50;118.0;16335.3;;;;;;;;;;;;;;;;;;;;;;;;
26257;Puygiron;165;420.0;20116.0;;;;;;;;;;;;;;;;;;;;;;;;
26258;Puy-Saint-Martin;368;870.0;19793.3;;;;;;;;;;;;;;;;;;;;;;;;
26259;Ratières;116;273.0;19183.5;;;;;;;;;;;;;;;;;;;;;;;;
26261;Réauville;174;376.5;20564.7;;;;;;;;;;;;;;;;;;;;;;;;
26262;Recoubeau-Jansac;113;261.0;18455.0;;;;;;;;;;;;;;;;;;;;;;;;
26263;Reilhanette;70;136.5;15022.7;;;;;;;;;;;;;;;;;;;;;;;;
26264;Rémuzat;142;308.0;16730.0;;;;;;;;;;;;;;;;;;;;;;;;
26266;Rimon-et-Savel;;;;;;;;;;;;;;;;;;;;;;;;;;;
26267;Rioms;;;;;;;;;;;;;;;;;;;;;;;;;;;
26268;Rochebaudin;51;119.0;19486.7;;;;;;;;;;;;;;;;;;;;;;;;
26269;Rochebrune;;;;;;;;;;;;;;;;;;;;;;;;;;;
26270;Rochechinard;48;110.0;21925.3;;;;;;;;;;;;;;;;;;;;;;;;
26271;La Roche-de-Glun;1226;3136.5;21419.6;72;5;;5;6;6;3;4;4;11;100.0;73.4;67.0;6.4;26.9;11.9;3.3;2.1;0.6;0.6;-15.5;2.7;13572.5;36135.0
26272;Rochefort-en-Valdaine;132;356.0;20985.6;;;;;;;;;;;;;;;;;;;;;;;;
26273;Rochefort-Samson;393;1010.0;20388.0;;;;;;;;;;;;;;;;;;;;;;;;
26275;Rochegude;602;1496.5;21792.9;;;;;;;;;;;;;;;;;;;;;;;;
26276;Roche-Saint-Secret-Béconne;176;426.0;17803.0;;;;;;;;;;;;;;;;;;;;;;;;
26277;La Roche-sur-Grane;66;167.5;19715.3;;;;;;;;;;;;;;;;;;;;;;;;
26278;La Roche-sur-le-Buis;132;285.5;16180.4;;;;;;;;;;;;;;;;;;;;;;;;
26279;La Rochette-du-Buis;;;;;;;;;;;;;;;;;;;;;;;;;;;
26281;Romans-sur-Isère;15207;32941.0;17120.7;54;21;30;25;25;20;15;11;8;35;100.0;63.7;58.9;4.8;31.8;10.9;8.1;3.0;2.5;2.6;-14.5;3.4;9308.6;31301.0
26282;Romeyer;87;203.5;17538.7;;;;;;;;;;;;;;;;;;;;;;;;
26283;Rottier;;;;;;;;;;;;;;;;;;;;;;;;;;;
26284;Roussas;142;350.5;22180.0;;;;;;;;;;;;;;;;;;;;;;;;
26285;Rousset-les-Vignes;124;279.0;18370.7;;;;;;;;;;;;;;;;;;;;;;;;
26286;Roussieux;;;;;;;;;;;;;;;;;;;;;;;;;;;
26287;Roynac;193;471.0;20680.2;;;;;;;;;;;;;;;;;;;;;;;;
26288;Sahune;143;327.5;16201.9;;;;;;;;;;;;;;;;;;;;;;;;
26289;Saillans;586;1219.5;18054.7;;;;;;;;;;;;;;;;;;;;;;;;
26290;Saint-Agnan-en-Vercors;178;414.0;15945.0;;;;;;;;;;;;;;;;;;;;;;;;
26291;Saint-Andéol;;;;;;;;;;;;;;;;;;;;;;;;;;;
26292;Saint-Auban-sur-l'Ouvèze;84;191.0;18353.7;;;;;;;;;;;;;;;;;;;;;;;;
26293;Saint-Avit;112;327.0;18566.8;;;;;;;;;;;;;;;;;;;;;;;;
26294;Saint-Bardoux;219;581.0;20483.9;;;;;;;;;;;;;;;;;;;;;;;;
26295;Saint-Barthélemy-de-Vals;734;1944.0;19772.0;;;;;;;;;;;;;;;;;;;;;;;;
26296;Saint-Benoit-en-Diois;;;;;;;;;;;;;;;;;;;;;;;;;;;
26297;Saint-Bonnet-de-Valclérieux;88;230.0;18058.3;;;;;;;;;;;;;;;;;;;;;;;;
26298;Saint-Christophe-et-le-Laris;175;404.0;17764.2;;;;;;;;;;;;;;;;;;;;;;;;
26299;Sainte-Croix;;;;;;;;;;;;;;;;;;;;;;;;;;;
26300;Saint-Dizier-en-Diois;;;;;;;;;;;;;;;;;;;;;;;;;;;
26301;Saint-Donat-sur-l'Herbasse;1684;4034.0;19608.3;60;13;22;17;15;10;7;9;7;25;100.0;71.2;64.7;6.5;26.3;11.8;5.4;2.7;1.2;1.5;-14.7;2.8;11410.7;32434.0
26302;Sainte-Eulalie-en-Royans;215;562.0;17930.3;;;;;;;;;;;;;;;;;;;;;;;;
26303;Sainte-Euphémie-sur-Ouvèze;;;;;;;;;;;;;;;;;;;;;;;;;;;
26304;Saint-Ferréol-Trente-Pas;99;219.5;15170.0;;;;;;;;;;;;;;;;;;;;;;;;
26305;Saint-Gervais-sur-Roubion;357;884.5;19513.0;;;;;;;;;;;;;;;;;;;;;;;;
