code_commune;nom_commune;taux_chomage_2012;population_2012;nb_menages_fiscaux_2012;nb_personnes_menages_fiscaux_2012;revenu_median_2012;nb_etablissements_2012;effectifs_salaries_2012;bloc_centre_2012;bloc_droite_2012;bloc_droite_radicale_2012;bloc_gauche_2012;bloc_gauche_radicale_2012;bloc_souverainiste_autres_2012;taux_chomage_2017;population_2017;nb_menages_fiscaux_2017;nb_personnes_menages_fiscaux_2017;revenu_median_2017;nb_etablissements_2017;effectifs_salaries_2017;bloc_centre_2017;bloc_droite_2017;bloc_droite_radicale_2017;bloc_gauche_2017;bloc_gauche_radicale_2017;bloc_souverainiste_autres_2017;taux_chomage_2022;population_2022;nb_menages_fiscaux_2022;nb_personnes_menages_fiscaux_2022;revenu_median_2022;nb_etablissements_2022;effectifs_salaries_2022;bloc_centre_2022;bloc_droite_2022;bloc_droite_radicale_2022;bloc_gauche_2022;bloc_gauche_radicale_2022;bloc_souverainiste_autres_2022;bloc_centre_delta_12_17;bloc_centre_delta_17_22;bloc_droite_delta_12_17;bloc_droite_delta_17_22;bloc_droite_radicale_delta_12_17;bloc_droite_radicale_delta_17_22;bloc_gauche_delta_12_17;bloc_gauche_delta_17_22;bloc_gauche_radicale_delta_12_17;bloc_gauche_radicale_delta_17_22;bloc_souverainiste_autres_delta_12_17;bloc_souverainiste_autres_delta_17_22;taux_chomage_delta_12_17;taux_chomage_delta_17_22;population_delta_12_17;population_delta_17_22;nb_menages_fiscaux_delta_12_17;nb_menages_fiscaux_delta_17_22;nb_personnes_menages_fiscaux_delta_12_17;nb_personnes_menages_fiscaux_delta_17_22;revenu_median_delta_12_17;revenu_median_delta_17_22;nb_etablissements_delta_12_17;nb_etablissements_delta_17_22;effectifs_salaries_delta_12_17;effectifs_salaries_delta_17_22;salaries_par_etablissement_2012;personnes_par_menage_fiscal_2012;salaries_par_etablissement_2017;personnes_par_menage_fiscal_2017;salaries_par_etablissement_2022;personnes_par_menage_fiscal_2022;bloc_gagnant_2012;bloc_gagnant_2017;bloc_gagnant_2022
69052;Chazay-d'Azergues;5.56624645103292;4007.0;1596.0;4184.0;26587.5;79.0;438.0;11.859838274932615;37.46630727762803;13.785136696187909;33.269156719291495;1.1936850211782826;2.4258760107816717;6.45132365145644;4130.0;1646.0;4221.0;28460.0;80.0;528.0;30.09487666034156;30.32258064516129;14.573055028462996;17.722960151802656;1.1005692599620494;6.185958254269449;7.03389817305773;4270.0;1722.0;4350.0;32530.0;107.0;644.0;40.41862143630458;6.459761818837964;26.88560086611332;23.962468422952004;0.5413208228076507;1.732226632984482;18.23503838540894;10.323744775963025;-7.143726632466745;-23.862818826323323;0.7879183322750869;12.312545837650326;-15.546196567488838;6.239508271149347;-0.09311576121623322;-0.5592484371543986;3.7600822434877776;-4.453731621284968;0.8850772004235203;0.5825745216012894;123.0;140.0;50.0;76.0;37.0;129.0;1872.5;4070.0;1.0;27.0;90.0;116.0;5.544303797468355;2.6215538847117794;6.6;2.5643985419198057;6.018691588785047;2.5261324041811846;bloc_droite;bloc_droite;bloc_centre
69053;Chénas;5.97014925373134;542.0;200.0;549.0;19876.7;6.0;15.0;14.02439024390244;30.182926829268293;19.51219512195122;32.926829268292686;0.9146341463414632;2.4390243902439024;7.55445806743718;545.0;202.0;510.0;23190.0;4.0;10.0;24.404761904761905;24.702380952380956;22.61904761904762;20.535714285714285;2.380952380952381;5.357142857142857;7.09585108203048;534.0;200.0;473.0;25470.0;8.0;14.0;36.57142857142857;5.428571428571429;34.0;20.57142857142857;1.7142857142857144;1.7142857142857144;10.380371660859465;12.166666666666664;-5.480545876887337;-19.273809523809526;3.1068524970964013;11.38095238095238;-12.3911149825784;0.0357142857142847;1.4663182346109176;-0.6666666666666665;2.9181184668989544;-3.6428571428571423;1.5843088137058396;-0.45860698540669986;3.0;-11.0;2.0;-2.0;-39.0;-37.0;3313.2999999999993;2280.0;-2.0;4.0;-5.0;4.0;2.5;2.745;2.5;2.5247524752475248;1.75;2.365;bloc_gauche;bloc_droite;bloc_centre
69054;Chénelette;10.625;322.0;149.0;321.0;21719.6;9.0;46.0;12.184873949579831;38.655462184873954;23.52941176470588;22.268907563025213;1.2605042016806722;2.100840336134454;6.09755842933927;321.0;164.0;348.0;22110.0;9.0;32.0;21.25;21.666666666666668;38.75;10.416666666666668;0.8333333333333334;7.083333333333333;2.26971362571421;365.0;175.0;379.0;23950.0;7.0;27.0;28.270042194092827;9.282700421940929;41.35021097046413;16.455696202531644;0.8438818565400843;3.79746835443038;9.065126050420169;7.020042194092827;-16.988795518207287;-12.38396624472574;15.22058823529412;2.6002109704641327;-11.852240896358545;6.039029535864977;-0.42717086834733886;0.010548523206750926;4.982492997198879;-3.285864978902953;-4.52744157066073;-3.82784480362506;-1.0;44.0;15.0;11.0;27.0;31.0;390.40000000000146;1840.0;0.0;-2.0;-14.0;-5.0;5.111111111111111;2.1543624161073827;3.5555555555555554;2.1219512195121952;3.857142857142857;2.165714285714286;bloc_droite;bloc_droite_radicale;bloc_droite_radicale
69055;Les Chères;5.87392550143266;1440.0;541.0;1472.0;24590.3;41.0;246.0;11.889862327909889;38.04755944931164;20.90112640801001;25.40675844806007;1.0012515644555695;2.753441802252816;8.27679782893092;1453.0;560.0;1462.0;25450.0;37.0;214.0;25.513905683192263;27.81136638452237;24.78839177750907;15.356711003627568;0.3627569528415961;6.166868198307134;6.73959805171287;1504.0;589.0;1464.0;27890.0;35.0;222.0;36.525612472160354;4.89977728285078;35.07795100222717;21.158129175946545;0.4454342984409799;1.893095768374165;13.624043355282375;11.011706788968091;-10.236193064789273;-22.911589101671588;3.887265369499058;10.289559224718097;-10.050047444432503;5.801418172318977;-0.6384946116139734;0.08267734559938383;3.413426396054318;-4.273772429932969;2.402872327498261;-1.5371997772180501;13.0;51.0;19.0;29.0;-10.0;2.0;859.7000000000007;2440.0;-4.0;-2.0;-32.0;8.0;6.0;2.720887245841035;5.783783783783784;2.6107142857142858;6.3428571428571425;2.4855687606112054;bloc_droite;bloc_droite;bloc_centre
69056;Chessy;5.84415584415584;1857.0;677.0;1850.0;23228.7;33.0;118.0;10.675808031341822;31.53770812928501;17.92360430950049;35.25954946131244;1.4691478942213516;3.134182174338884;5.6550424128181;2063.0;758.0;2049.0;24270.0;36.0;156.0;25.04488330341113;19.569120287253146;22.351885098743267;22.800718132854577;1.7953321364452424;8.43806104129264;5.26315789473684;2058.0;790.0;2071.0;27540.0;42.0;284.0;34.361968306922435;4.587155963302752;31.859883236030026;25.521267723102586;0.8340283569641368;2.835696413678065;14.369075272069308;9.317085003511306;-11.968587842031866;-14.981964323950393;4.428280789242777;9.507998137286759;-12.458831328457862;2.720549590248009;0.32618424222389075;-0.9613037794811056;5.303878866953756;-5.602364627614575;-0.1891134313377405;-0.3918845180812598;206.0;-5.0;81.0;32.0;199.0;22.0;1041.2999999999993;3270.0;3.0;6.0;38.0;128.0;3.5757575757575757;2.7326440177252587;4.333333333333333;2.703166226912929;6.761904761904762;2.6215189873417724;bloc_gauche;bloc_centre;bloc_centre
69057;Chevinay;5.5363321799308;541.0;215.0;560.5;24509.5;2.0;2.0;10.451977401129945;33.89830508474576;15.819209039548024;36.72316384180791;1.4124293785310735;1.694915254237288;7.31284796514314;557.0;222.0;586.0;25280.0;3.0;6.0;22.015915119363395;26.525198938992045;17.771883289124666;24.6684350132626;1.0610079575596816;7.957559681697612;5.71977534023911;586.0;239.0;612.0;27470.0;4.0;5.0;34.34903047091413;4.709141274238228;27.97783933518005;31.301939058171747;0.554016620498615;1.10803324099723;11.56393771823345;12.333115351550735;-7.373106145753713;-21.816057664753817;1.952674249576642;10.205956046055384;-12.054728828545311;6.633504044909149;-0.35142142097139195;-0.5069913370610666;6.262644427460324;-6.849526440700382;1.7765157852123403;-1.5930726249040301;16.0;29.0;7.0;17.0;25.5;26.0;770.5;2190.0;1.0;1.0;4.0;-1.0;1.0;2.6069767441860465;2.0;2.6396396396396398;1.25;2.5606694560669454;bloc_gauche;bloc_droite;bloc_centre
69058;Chiroubles;1.84331797235023;413.0;160.0;372.0;16985.8;4.0;15.0;11.328125;33.59375;15.625;33.59375;2.734375;3.125;6.86274509822291;391.0;161.0;383.0;20650.0;3.0;12.0;18.442622950819672;25.81967213114754;25.40983606557377;20.081967213114755;1.2295081967213115;9.01639344262295;2.98302835917438;416.0;177.0;412.0;23300.0;7.0;16.0;40.51094890510949;5.474452554744526;26.277372262773724;25.18248175182482;0.364963503649635;2.18978102189781;7.114497950819672;22.068325954289815;-7.7740778688524586;-20.345219576403014;9.78483606557377;0.8675361971999536;-13.511782786885245;5.100514538710065;-1.5048668032786885;-0.8645446930716765;5.891393442622951;-6.826612420725141;5.01942712587268;-3.87971673904853;-22.0;25.0;1.0;16.0;11.0;29.0;3664.2000000000007;2650.0;-1.0;4.0;-3.0;4.0;3.75;2.325;4.0;2.37888198757764;2.2857142857142856;2.327683615819209;bloc_droite;bloc_droite;bloc_centre
69059;Civrieux-d'Azergues;9.48616600790514;1520.0;558.0;1472.0;23642.0;82.0;1114.0;12.729357798165136;38.64678899082568;16.743119266055047;27.866972477064223;1.261467889908257;2.752293577981652;8.10814051362468;1515.0;576.0;1457.0;26040.0;80.0;1124.0;27.07182320441989;23.977900552486187;20.994475138121548;18.895027624309392;1.7679558011049723;7.292817679558011;6.33860935996484;1633.0;644.0;1647.0;29650.0;104.0;1161.0;36.7827868852459;6.045081967213115;29.81557377049181;23.770491803278688;0.6147540983606558;2.971311475409836;14.342465406254753;9.710963680826008;-14.66888843833949;-17.932818585273072;4.251355872066501;8.821098632370262;-8.971944852754831;4.875464178969295;0.5064879111967153;-1.1532017027443167;4.540524101576359;-4.321506204148175;-1.378025494280461;-1.7695311536598393;-5.0;118.0;18.0;68.0;-15.0;190.0;2398.0;3610.0;-2.0;24.0;10.0;37.0;13.585365853658537;2.6379928315412187;14.05;2.529513888888889;11.163461538461538;2.5574534161490683;bloc_droite;bloc_centre;bloc_centre
69060;Claveisolles;5.42372881355932;649.0;257.0;648.5;18007.0;10.0;51.0;11.219512195121952;35.36585365853659;24.634146341463413;24.87804878048781;2.4390243902439024;1.4634146341463417;4.68895885368343;635.0;242.0;573.0;20180.0;8.0;41.0;22.162162162162165;20.81081081081081;35.13513513513514;10.81081081081081;1.0810810810810811;10.0;7.23757629761806;557.0;245.0;532.0;22080.0;11.0;100.0;32.25806451612903;9.13978494623656;37.36559139784946;17.20430107526882;0.8064516129032258;3.225806451612903;10.942649967040213;10.095902353966867;-14.555042847725776;-11.67102586457425;10.500988793671723;2.23045626271432;-14.067237969676999;6.393490264458009;-1.3579433091628212;-0.2746294681778554;8.536585365853659;-6.774193548387097;-0.7347699598758899;2.5486174439346296;-14.0;-78.0;-15.0;3.0;-75.5;-41.0;2173.0;1900.0;-2.0;3.0;-10.0;59.0;5.1;2.5233463035019454;5.125;2.3677685950413223;9.090909090909092;2.1714285714285713;bloc_droite;bloc_droite_radicale;bloc_droite_radicale
69061;Cogny;5.54493307839388;1154.0;434.0;1104.5;23729.5;17.0;53.0;8.050847457627118;38.559322033898304;20.62146892655367;29.09604519774011;0.7062146892655368;2.9661016949152543;6.5967558844183;1167.0;485.0;1240.0;25400.0;17.0;53.0;22.883597883597883;30.952380952380956;22.883597883597883;16.26984126984127;1.1904761904761905;5.82010582010582;4.14567674124365;1198.0;486.0;1190.0;28940.0;25.0;50.0;31.55149934810952;7.822685788787484;31.681877444589308;25.293350717079537;0.651890482398957;2.9986962190352022;14.832750425970765;8.667901464511637;-7.606941081517348;-23.12969516359347;2.2621289570442116;8.798279560991425;-12.826203927898842;9.023509447238268;0.4842615012106537;-0.5385857080772335;2.8540041251905652;-2.8214096010706173;1.0518228060244201;-2.45107914317465;13.0;31.0;51.0;1.0;135.5;-50.0;1670.5;3540.0;0.0;8.0;0.0;-3.0;3.1176470588235294;2.544930875576037;3.1176470588235294;2.556701030927835;2.0;2.448559670781893;bloc_droite;bloc_droite;bloc_droite_radicale
69062;Coise;0.0;756.0;286.0;788.5;19066.7;8.0;27.0;18.687872763419485;34.39363817097416;16.10337972166998;25.24850894632207;1.9880715705765408;3.5785288270377733;6.16157893282629;769.0;297.0;782.0;20360.0;9.0;38.0;22.54901960784314;24.705882352941178;20.392156862745097;16.862745098039216;1.568627450980392;13.92156862745098;7.7131945113331;794.0;302.0;788.0;21840.0;8.0;25.0;30.970149253731343;8.208955223880597;30.78358208955224;24.44029850746269;0.9328358208955224;4.664179104477612;3.8611468444236543;8.421129645888204;-9.68775581803298;-16.49692712906058;4.288777141075116;10.391425226807144;-8.385763848282853;7.577553409423473;-0.4194441195961489;-0.6357916300848695;10.343039800413207;-9.25738952297337;6.16157893282629;1.5516155785068095;13.0;25.0;11.0;5.0;-6.5;6.0;1293.2999999999993;1480.0;1.0;-1.0;11.0;-13.0;3.375;2.756993006993007;4.222222222222222;2.632996632996633;3.125;2.609271523178808;bloc_droite;bloc_droite;bloc_centre
69063;Collonges-au-Mont-d'Or;9.02166604633182;3911.0;1552.0;4122.5;31790.0;103.0;836.0;12.678855325914148;50.794912559618446;9.10174880763116;24.80127186009539;0.6756756756756757;1.9475357710651828;7.77800070289663;4052.0;1743.0;4455.0;32080.0;102.0;748.0;29.008746355685133;43.440233236151606;9.511661807580175;13.77551020408163;0.5830903790087464;3.6807580174927113;7.06165331092476;4604.0;1814.0;4591.0;38060.0;100.0;903.0;43.28628302569671;8.794788273615636;25.117625769091568;20.55736518277235;0.4705030763662686;1.773434672457474;16.329891029770984;14.277536670011578;-7.35467932346684;-34.64544496253597;0.40991299994901453;15.605963961511392;-11.02576165601376;6.7818549786907205;-0.09258529666692927;-0.1125873026424778;1.7332222464275284;-1.9073233450352371;-1.2436653434351896;-0.7163473919718699;141.0;552.0;191.0;71.0;332.5;136.0;290.0;5980.0;-1.0;-2.0;-88.0;155.0;8.116504854368932;2.65625;7.333333333333333;2.5559380378657486;9.03;2.5308710033076074;bloc_droite;bloc_droite;bloc_centre
69064;Condrieu;8.95040014222563;3873.0;1596.0;3601.0;20099.4;120.0;946.0;8.944628490298154;27.543776620918127;16.043539990534786;43.587316611452906;1.845716990061524;2.0350212967345005;10.2906566738037;3897.0;1637.0;3570.0;22110.0;106.0;800.0;27.146946564885493;18.46374045801527;19.03625954198473;27.385496183206108;1.6221374045801529;6.345419847328245;8.934450437066;3945.0;1754.0;3724.0;23190.0;115.0;788.0;31.758034026465022;5.293005671077505;27.07939508506616;32.32514177693761;1.559546313799622;1.984877126654064;18.20231807458734;4.61108746157953;-9.080036162902857;-13.170734786937764;2.9927195514499445;8.04313554308143;-16.201820428246798;4.939645593731505;-0.22357958548137113;-0.06259109078053093;4.310398550593744;-4.3605427206741805;1.3402565315780688;-1.3562062367377;24.0;48.0;41.0;117.0;-31.0;154.0;2010.5999999999985;1080.0;-14.0;9.0;-146.0;-12.0;7.883333333333334;2.256265664160401;7.547169811320755;2.180818570555895;6.852173913043479;2.1231470923603193;bloc_gauche;bloc_gauche;bloc_gauche
69065;Corcelles-en-Beaujolais;4.07725321888412;883.0;342.0;868.0;20998.9;23.0;93.0;8.461538461538462;30.384615384615383;33.26923076923077;23.46153846153846;1.9230769230769231;2.5;5.05820149065589;942.0;359.0;932.0;22940.0;25.0;95.0;19.70534069981584;21.178637200736645;35.35911602209944;12.52302025782689;0.9208103130755064;10.313075506445673;4.88995842815888;993.0;374.0;917.0;25210.0;23.0;85.0;30.44280442804428;3.690036900369003;42.066420664206646;20.11070110701107;1.4760147601476017;2.214022140221402;11.243802238277377;10.737463728228441;-9.205978183878738;-17.488600300367644;2.089885252868676;6.707304642107204;-10.93851820371157;7.587680849184181;-1.0022666100014166;0.5552044470720953;7.8130755064456725;-8.09905336622427;0.9809482717717692;-0.1682430624970097;59.0;51.0;17.0;15.0;64.0;-15.0;1941.0999999999985;2270.0;2.0;-2.0;2.0;-10.0;4.043478260869565;2.538011695906433;3.8;2.596100278551532;3.6956521739130435;2.4518716577540105;bloc_droite_radicale;bloc_droite_radicale;bloc_droite_radicale
69066;Cours;11.8229658301696;3797.0;1697.0;3731.5;18645.1;161.0;2115.0;9.567496723460026;29.838357361293134;23.46002621231979;31.804281345565748;2.096985583224116;3.2328527741371778;13.0545383716189;4449.0;2012.0;4250.0;19930.0;145.0;1962.0;21.15606936416185;23.50674373795761;29.13294797687861;16.840077071290942;1.4258188824662814;7.938342967244702;10.9657942800164;4329.0;2017.0;4155.0;20380.0;138.0;2031.0;27.492447129909365;7.293914544669831;41.56236512731981;18.81743634009495;1.5537332757876563;3.2801035822183864;11.588572640701825;6.336377765747514;-6.3316136233355245;-16.212829193287778;5.672921764558822;12.429417150441196;-14.964204274274806;1.9773592688040083;-0.6711667007578348;0.1279143933213749;4.705490193107524;-4.658239385026315;1.2315725414492995;-2.0887440916025;652.0;-120.0;315.0;5.0;518.5;-95.0;1284.9000000000015;450.0;-16.0;-7.0;-153.0;69.0;13.136645962732919;2.1988803771361227;13.53103448275862;2.1123260437375744;14.717391304347826;2.0599900842835894;bloc_gauche;bloc_droite_radicale;bloc_droite_radicale
69067;Courzieu;6.91537145417692;1095.0;473.0;1139.5;19056.5;20.0;108.0;12.005457025920874;33.83356070941337;21.00954979536153;28.92223738062756;1.9099590723055933;2.319236016371077;6.63176265285421;1118.0;474.0;1118.0;21140.0;14.0;101.0;19.22544951590595;26.41770401106501;26.69432918395574;16.735822959889347;1.5214384508990315;9.405255878284924;6.14058821647883;1178.0;513.0;1153.0;22500.0;14.0;99.0;31.732168850072775;7.423580786026202;32.314410480349345;22.707423580786028;2.037845705967977;3.7845705967976713;7.219992489985076;12.506719334166824;-7.41585669834836;-18.994123225038805;5.684779388594212;5.620081296393604;-12.186414420738213;5.97160062089668;-0.38852062140656174;0.5164072550689454;7.086019861913847;-5.620685281487253;-0.2836088013227096;-0.4911744363753803;23.0;60.0;1.0;39.0;-21.5;35.0;2083.5;1360.0;-6.0;0.0;-7.0;-2.0;5.4;2.409090909090909;7.214285714285714;2.3586497890295357;7.071428571428571;2.2475633528265107;bloc_droite;bloc_droite_radicale;bloc_droite_radicale
69068;Couzon-au-Mont-d'Or;11.2105619268034;2598.0;987.0;2388.5;24352.3;77.0;831.0;9.784172661870503;31.58273381294964;14.172661870503598;41.58273381294964;1.3669064748201438;1.5107913669064748;7.67507082772352;2516.0;992.0;2390.0;25450.0;70.0;734.0;26.82753726046841;25.975869410929736;13.058907026259758;28.67281760113556;1.20652945351313;4.258339247693399;7.83522875593448;2541.0;1010.0;2427.0;29010.0;74.0;737.0;35.68493150684932;5.0;22.054794520547947;32.26027397260274;2.054794520547945;2.945205479452055;17.043364598597908;8.857394246380906;-5.606864402019905;-20.975869410929736;-1.1137548442438394;8.995887494288189;-12.909916211814082;3.58745637146718;-0.16037702130701392;0.8482650670348151;2.7475478807869247;-1.3131337682413444;-3.5354910990798807;0.16015792821096042;-82.0;25.0;5.0;18.0;1.5;37.0;1097.7000000000007;3560.0;-7.0;4.0;-97.0;3.0;10.792207792207792;2.4199594731509624;10.485714285714286;2.409274193548387;9.95945945945946;2.402970297029703;bloc_gauche;bloc_gauche;bloc_centre
69069;Craponne;8.2514894598422;10466.0;4366.0;10431.0;23844.6;327.0;2957.0;12.463718627283592;34.71060269762677;14.700358545330374;34.130100734164245;1.1951511012463718;2.800068294348643;8.16096167138992;11067.0;4877.0;11484.0;25200.0;354.0;3091.0;29.046875;27.078125;16.328125;19.84375;1.109375;6.59375;6.91552249398387;12170.0;5412.0;12237.0;27990.0;368.0;3630.0;39.3048128342246;6.283422459893048;26.44087938205585;24.53951277480689;0.8615567439096851;2.569815805109923;16.58315637271641;10.257937834224599;-7.6324776976267685;-20.794702540106954;1.6277664546696258;10.11275438205585;-14.286350734164245;4.695762774806891;-0.0857761012463718;-0.24781825609031494;3.793681705651357;-4.023934194890077;-0.09052778845227927;-1.24543917740605;601.0;1103.0;511.0;535.0;1053.0;753.0;1355.4000000000015;2790.0;27.0;14.0;134.0;539.0;9.042813455657493;2.3891433806688043;8.731638418079097;2.3547262661472215;9.86413043478261;2.261086474501109;bloc_droite;bloc_centre;bloc_centre
69070;Cublize;8.01457194899818;1236.0;504.0;1222.0;19492.7;32.0;123.0;9.80132450331126;28.874172185430464;28.74172185430464;27.947019867549667;1.456953642384106;3.178807947019868;11.5254237288136;1266.0;515.0;1221.0;21070.0;28.0;137.0;19.80742778541953;19.80742778541953;31.911966987620357;19.119669876203577;0.6877579092159559;8.665749656121045;7.56172839506173;1357.0;577.0;1307.0;22180.0;26.0;127.0;24.96551724137931;6.896551724137931;38.89655172413793;23.310344827586206;0.6896551724137931;5.241379310344827;10.00610328210827;5.158089455959779;-9.066744400010933;-12.9108760612816;3.170245133315717;6.984584736517572;-8.82734999134609;4.190674951382629;-0.7691957331681502;0.001897263197837229;5.486941709101178;-3.424370345776218;3.51085177981542;-3.96369533375187;30.0;91.0;11.0;62.0;-1.0;86.0;1577.2999999999993;1110.0;-4.0;-2.0;14.0;-10.0;3.84375;2.4246031746031744;4.892857142857143;2.370873786407767;4.884615384615385;2.265164644714038;bloc_droite;bloc_droite_radicale;bloc_droite_radicale
69071;Curis-au-Mont-d'Or;5.73476702508961;1147.0;428.0;1172.0;28351.7;16.0;85.0;11.128526645768025;38.24451410658307;14.263322884012538;32.9153605015674;0.6269592476489028;2.8213166144200628;7.0757623227095;1172.0;425.0;1128.0;30270.0;18.0;118.0;27.285714285714285;30.142857142857142;12.285714285714286;22.714285714285715;1.2857142857142856;6.285714285714287;5.89840923250536;1186.0;454.0;1203.0;34580.0;11.0;116.0;36.61784287616511;8.255659121171771;20.63914780292943;32.35685752330226;1.0652463382157125;1.0652463382157125;16.157187639946258;9.332128590450829;-8.101656963725926;-21.88719802168537;-1.9776085982982519;8.353433517215143;-10.201074787281684;9.642571809016545;0.6587550380653828;-0.22046794749857312;3.4643976712942246;-5.220467947498575;1.34099529761989;-1.1773530902041403;25.0;14.0;-3.0;29.0;-44.0;75.0;1918.2999999999993;4310.0;2.0;-7.0;33.0;-2.0;5.3125;2.7383177570093458;6.555555555555555;2.6541176470588237;10.545454545454545;2.649779735682819;bloc_droite;bloc_droite;bloc_centre
69072;Dardilly;8.6425759134639;8538.0;3085.0;8639.5;28638.1;613.0;8013.0;12.052551408987052;44.345011424219344;11.386138613861387;29.7981721249048;0.7425742574257426;1.6755521706016754;9.30702557791227;8600.0;3167.0;8537.0;30510.0;646.0;8582.0;29.537161513347417;38.27539850201652;11.29249087766468;14.806990589590937;0.710581908968696;5.377376608411753;8.03059743880699;8980.0;3448.0;9107.0;34520.0;755.0;9540.0;42.197599261311176;8.457987072945523;26.057248384118196;21.181902123730374;0.4801477377654662;1.6251154201292706;17.484610104360364;12.660437747963758;-6.069612922202822;-29.817411429071;-0.09364773619670785;14.764757506453517;-14.991181535313862;6.374911534139438;-0.03199234845704657;-0.2304341712032298;3.7018244378100773;-3.7522611882824823;0.6644496644483695;-1.2764281391052812;62.0;380.0;82.0;281.0;-102.5;570.0;1871.9000000000015;4010.0;33.0;109.0;569.0;958.0;13.071778140293638;2.800486223662885;13.284829721362229;2.695610988317019;12.635761589403973;2.6412412993039442;bloc_droite;bloc_droite;bloc_centre
69073;Dareizé;;;173.0;495.0;23542.0;;;13.069908814589663;39.209726443769;21.580547112462007;24.316109422492403;0.911854103343465;0.911854103343465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.861271676300578;;;;;bloc_droite;;
69074;Denicé;6.88073394495413;1385.0;542.0;1426.5;22921.3;25.0;102.0;10.108695652173912;38.26086956521739;17.282608695652176;31.521739130434785;1.1956521739130437;1.6304347826086956;4.85087877725627;1513.0;607.0;1618.0;25500.0;23.0;79.0;25.43589743589744;29.025641025641026;19.384615384615383;18.05128205128205;0.717948717948718;7.384615384615385;5.79904508462324;1574.0;620.0;1541.0;28390.0;27.0;83.0;38.29568788501027;5.749486652977413;32.340862422997944;20.841889117043124;1.026694045174538;1.7453798767967144;15.32720178372353;12.859790449112825;-9.235228539576365;-23.276154372663612;2.1020066889632076;12.95624703838256;-13.470457079152734;2.7906070657610726;-0.47770345596432573;0.30874532722582015;5.75418060200669;-5.639235507818671;-2.0298551676978605;0.9481663073669706;128.0;61.0;65.0;13.0;191.5;-77.0;2578.7000000000007;2890.0;-2.0;4.0;-23.0;4.0;4.08;2.6319188191881917;3.4347826086956523;2.6655683690280068;3.074074074074074;2.485483870967742;bloc_droite;bloc_droite;bloc_centre
69075;Dième;7.52688172043011;206.0;63.0;201.5;20692.8;3.0;10.0;17.59259259259259;30.55555555555556;28.703703703703702;19.444444444444446;0.0;3.7037037037037033;9.78260869589159;186.0;66.0;197.0;22650.0;1.0;4.0;20.0;17.272727272727273;33.63636363636363;13.636363636363637;0.9090909090909092;14.545454545454543;6.45161290322581;196.0;68.0;185.0;23280.0;2.0;3.0;27.77777777777778;1.851851851851852;46.2962962962963;18.51851851851852;0.9259259259259258;4.62962962962963;2.4074074074074083;7.777777777777779;-13.282828282828287;-15.420875420875422;4.932659932659931;12.659932659932664;-5.80808080808081;4.882154882154882;0.9090909090909092;0.016835016835016647;10.84175084175084;-9.915824915824913;2.2557269754614797;-3.33099579266578;-20.0;10.0;3.0;2.0;-4.5;-12.0;1957.2000000000007;630.0;-2.0;1.0;-6.0;-1.0;3.3333333333333335;3.1984126984126986;4.0;2.984848484848485;1.5;2.7205882352941178;bloc_droite;bloc_droite_radicale;bloc_droite_radicale
69076;Dommartin;6.22914378876223;2637.0;937.0;2709.5;30315.0;61.0;548.0;11.777655476059438;48.15630159603742;13.703907539900936;24.105668684645018;0.7705008255365988;1.4859658778205835;6.64963370236141;2576.0;956.0;2651.0;31560.0;67.0;510.0;26.52950730914997;41.147807255008125;14.672441797509476;11.911207363291824;0.4872766648619382;5.251759610178668;6.09208534340504;2607.0;1005.0;2647.0;36190.0;86.0;742.0;40.01027221366205;8.988186954288649;31.53569594247561;17.103235747303543;0.667693888032871;1.694915254237288;14.751851833090532;13.480764904512078;-7.008494341029298;-32.159620300719475;0.9685342576085407;16.863254144966135;-12.194461321353193;5.192028384011719;-0.2832241606746606;0.18041722317093278;3.765793732358085;-3.5568443559413803;0.4204899135991793;-0.5575483589563692;-61.0;31.0;19.0;49.0;-58.5;-4.0;1245.0;4630.0;6.0;19.0;-38.0;232.0;8.98360655737705;2.891675560298826;7.611940298507463;2.7730125523012554;8.627906976744185;2.6338308457711443;bloc_droite;bloc_droite;bloc_centre
69077;Dracé;8.0;991.0;346.0;973.0;21321.1;14.0;99.0;7.011070110701106;33.579335793357934;34.68634686346864;20.29520295202952;1.4760147601476017;2.952029520295203;7.59493670886076;956.0;350.0;949.0;23250.0;15.0;62.0;15.167548500881834;18.165784832451497;41.26984126984127;16.402116402116402;0.8818342151675485;8.112874779541446;3.96694214876033;1178.0;408.0;1131.0;24230.0;17.0;60.0;24.04870624048706;4.5662100456621;48.85844748858448;17.04718417047184;1.67427701674277;3.8051750380517504;8.156478390180727;8.881157739605227;-15.413550960906438;-13.599574786789397;6.58349440637263;7.588606218743209;-3.893086549913118;0.6450677683554389;-0.5941805449800532;0.7924428015752216;5.160845259246243;-4.307699741489696;-0.40506329113924;-3.62799456010043;-35.0;222.0;4.0;58.0;-24.0;182.0;1928.9000000000015;980.0;1.0;2.0;-37.0;-2.0;7.071428571428571;2.8121387283236996;4.133333333333334;2.7114285714285713;3.5294117647058822;2.7720588235294117;bloc_droite_radicale;bloc_droite_radicale;bloc_droite_radicale
