target;mae;rmse;r2;winner_accuracy
bloc_centre_2022;1.868132735751229;2.5387544870727496;0.7226368490084877;
bloc_droite_2022;0.9751897410840878;1.2124902759233118;0.4217737883712892;
bloc_droite_radicale_2022;2.072644554987925;2.5935611703483734;0.8353389879801147;
bloc_gauche_2022;1.7679251717897613;2.440244486860598;0.8046518254778559;
bloc_gauche_radicale_2022;0.3336959233501109;0.4829559838109173;-0.043854214730486785;
bloc_souverainiste_autres_2022;0.7232644899876706;1.0961349821453745;0.44878652704438926;
OVERALL;1.2901421028251305;1.7273568976935543;0.5315556271919416;0.8888888888888888
